Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,94,201,238,228,217,189,202,194,190,187,182,156,147,129,109,151,116,110,117,102,133,121,103,109,87,141,113,85,120,106,120,89,90,103,83,108,71,87.0,99,69,76,44,70,56,42,72,50,47,34,45,41,35,28,31,21,30,21,13,17,17,27,19,14,7,7,11,6,5,5,5,6,1,-,-,1,1,2,1,1,1,1,2,-,-,-,3,6212,Myothit(ST),MMR005030
 Illiterate,134,20,3,6,2,5,-,1,1,2,2,1,2,2,-,3,2,1,4,1,3,6,6,3,2,8,6,1,3,4,7,5,3,7,5,11,2,9.0,11,9,10,6,7,7,16,18,9,15,11,12,21,4,10,16,13,20,8,12,15,7,11,10,9,9,6,15,8,4,10,4,9,4,5,7,1,13,3,1,2,1,2,1,-,1,2,6,684,Myothit(ST),MMR005030
 Total,228,221,241,234,219,194,202,195,191,189,184,157,149,131,109,154,118,111,121,103,136,127,109,112,89,149,119,86,123,110,127,94,93,110,88,119,73,96.0,110,78,86,50,77,63,58,90,59,62,45,57,62,39,38,47,34,50,29,25,32,24,38,29,23,16,13,26,14,9,15,9,15,5,5,7,2,14,5,2,3,2,3,3,-,1,2,9,6896,Myothit(ST),MMR005030
