Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,46,175,195,223,204,195,234,254,228,211,187,208,177,202,170,166,151,135,157,155,161,158,169,150,147,162,112,150,112,107,99,104,73,89,63,95,66,96.0,84,74,100,59,60,83,54,80,49,64,64,63,61,40,51,49,43,47,34,23,30,21,37,7,20,18,11,26,9,5,10,8,14,4,7,5,1,7,2,5,4,6,1,3,4,-,2,6,7241,Pansai(KyuKute)(ST),MMR015009
 Illiterate,169,71,25,24,13,15,5,14,11,11,14,9,17,29,23,23,20,19,26,20,32,24,26,30,34,44,26,34,38,35,42,41,42,40,35,66,39,53.0,63,74,66,57,49,60,51,91,41,44,54,65,69,73,50,43,30,77,35,42,34,29,38,36,29,47,13,54,18,18,20,17,33,17,9,16,8,30,6,7,16,10,12,3,5,11,8,28,2945,Pansai(KyuKute)(ST),MMR015009
 Total,215,246,220,247,217,210,239,268,239,222,201,217,194,231,193,189,171,154,183,175,193,182,195,180,181,206,138,184,150,142,141,145,115,129,98,161,105,149.0,147,148,166,116,109,143,105,171,90,108,118,128,130,113,101,92,73,124,69,65,64,50,75,43,49,65,24,80,27,23,30,25,47,21,16,21,9,37,8,12,20,16,13,6,9,11,10,34,10186,Pansai(KyuKute)(ST),MMR015009
