Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,272,846,1059,995,1133,1094,1112,1119,1147,1160,1046,967,1085,1137,1023,1140,1004,986,1023,984,1155,993,1081,1226,1187,1346,1048,1208,1284,1059,1292,1065,1004,1214,1072,1146,978,1166.0,986,901,1183,969,1008,1036,867,1113,817,881,951,823,956,793,734,812,665,757,599,517,570,488,542,388,395,261,222,338,181,206,214,216,297,191,149,162,99,191,119,148,121,73,114,86,54,39,27,107,64222,Padaung,MMR008003
 Illiterate,761,265,110,50,36,23,22,28,15,27,27,33,24,34,26,55,23,38,33,33,50,41,41,52,54,71,45,66,62,44,60,64,50,63,41,70,34,70.0,60,47,65,54,51,73,52,89,54,59,68,49,75,54,54,65,43,81,36,52,54,65,81,55,58,30,33,74,28,46,45,52,77,68,64,46,43,68,33,40,40,33,38,18,19,14,12,48,5104,Padaung,MMR008003
 Total,1033,1111,1169,1045,1169,1117,1134,1147,1162,1187,1073,1000,1109,1171,1049,1195,1027,1024,1056,1017,1205,1034,1122,1278,1241,1417,1093,1274,1346,1103,1352,1129,1054,1277,1113,1216,1012,1236.0,1046,948,1248,1023,1059,1109,919,1202,871,940,1019,872,1031,847,788,877,708,838,635,569,624,553,623,443,453,291,255,412,209,252,259,268,374,259,213,208,142,259,152,188,161,106,152,104,73,53,39,155,69326,Padaung,MMR008003
