Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,286,760,808,745,789,791,853,844,862,738,753,673,707,735,637,770,679,659,636,590,775,583,615,638,579,730,593,620,656,553,684,521,548,640,583,634,471,632.0,565,502,634,543,549,589,520,644,535,536,632,473,591,487,466,451,343,517,346,312,318,211,258,177,194,129,84,169,97,127,137,141,225,136,108,129,70,133,64,77,54,57,63,36,39,18,14,60,38930,Ngathaingchaung(ST),MMR017006
 Illiterate,540,130,32,28,24,31,12,17,35,33,27,23,28,33,30,52,24,31,47,32,51,40,38,60,45,48,36,40,46,49,53,34,27,44,41,52,25,40.0,38,27,52,29,25,42,49,71,33,41,50,45,63,48,35,41,27,78,32,37,41,33,28,25,19,16,10,45,24,14,33,31,50,38,26,25,18,38,17,20,20,15,22,10,5,4,9,15,3492,Ngathaingchaung(ST),MMR017006
 Total,826,890,840,773,813,822,865,861,897,771,780,696,735,768,667,822,703,690,683,622,826,623,653,698,624,778,629,660,702,602,737,555,575,684,624,686,496,672.0,603,529,686,572,574,631,569,715,568,577,682,518,654,535,501,492,370,595,378,349,359,244,286,202,213,145,94,214,121,141,170,172,275,174,134,154,88,171,81,97,74,72,85,46,44,22,23,75,42422,Ngathaingchaung(ST),MMR017006
