Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,799,2302,2653,2604,2485,2715,2574,2806,2856,2736,2479,2298,2394,2484,2016,2457,1873,2067,2030,2052,2273,1831,1912,2108,1797,2210,1602,1722,1693,1526,1903,1540,1603,1809,1463,1836,1159,1611.0,1475,1393,1706,1389,1329,1405,1166,1428,1091,1187,1189,1029,1269,1037,899,949,711,940,544,579,597,439,546,460,483,403,256,399,191,212,293,247,397,240,179,206,123,229,134,126,86,77,121,71,53,33,30,143,107767,Pyu,MMR007012
 Illiterate,1781,540,222,131,82,73,56,97,66,74,60,103,65,106,78,105,71,114,125,142,175,136,141,161,150,241,132,201,169,181,248,136,164,219,166,230,155,207.0,190,192,251,191,171,204,185,281,170,212,204,229,296,205,189,218,190,285,149,176,183,160,221,136,171,149,105,223,67,101,151,142,240,117,112,111,70,147,73,86,81,78,96,46,50,29,31,128,14795,Pyu,MMR007012
 Total,2580,2842,2875,2735,2567,2788,2630,2903,2922,2810,2539,2401,2459,2590,2094,2562,1944,2181,2155,2194,2448,1967,2053,2269,1947,2451,1734,1923,1862,1707,2151,1676,1767,2028,1629,2066,1314,1818.0,1665,1585,1957,1580,1500,1609,1351,1709,1261,1399,1393,1258,1565,1242,1088,1167,901,1225,693,755,780,599,767,596,654,552,361,622,258,313,444,389,637,357,291,317,193,376,207,212,167,155,217,117,103,62,61,271,122562,Pyu,MMR007012
