Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,106,283,386,362,386,359,370,353,385,370,350,278,304,324,280,353,298,279,271,254,322,279,292,298,287,368,288,292,272,211,300,223,210,265,226,248,160,294.0,225,200,227,202,194,222,163,263,176,191,206,160,206,159,134,127,102,160,78,95,87,65,98,51,57,44,40,59,36,47,26,44,37,31,13,28,11,30,8,15,12,22,9,14,7,8,7,13,15595,Ngwehsaung(ST),MMR017001
 Illiterate,308,140,61,42,34,21,20,24,19,14,20,11,18,21,20,26,15,17,12,20,32,26,22,27,15,37,16,34,25,27,35,26,15,21,21,24,15,17.0,14,26,20,15,18,25,21,29,34,24,19,31,24,23,22,17,14,22,19,15,25,16,26,19,8,9,17,27,12,19,16,14,25,10,12,16,6,22,6,7,3,10,7,4,3,4,4,11,2088,Ngwehsaung(ST),MMR017001
 Total,414,423,447,404,420,380,390,377,404,384,370,289,322,345,300,379,313,296,283,274,354,305,314,325,302,405,304,326,297,238,335,249,225,286,247,272,175,311.0,239,226,247,217,212,247,184,292,210,215,225,191,230,182,156,144,116,182,97,110,112,81,124,70,65,53,57,86,48,66,42,58,62,41,25,44,17,52,14,22,15,32,16,18,10,12,11,24,17683,Ngwehsaung(ST),MMR017001
