Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,403,1080,1264,1255,1140,1291,1277,1386,1516,1454,1286,1336,1390,1759,1531,1858,1544,1652,1549,1461,1568,1456,1442,1603,1476,1714,1221,1346,1321,1068,1335,1064,1043,1245,1028,1147,800,1087.0,999,891,1048,771,791,927,717,855,659,729,750,731,737,647,584,576,471,618,356,437,416,358,466,271,277,226,159,213,123,133,156,121,146,98,63,74,44,69,42,34,52,31,39,37,21,26,14,57,68456,Dagon Myothit(Seik),MMR013021
 Illiterate,1001,290,95,69,49,51,36,52,44,43,41,50,51,60,53,77,68,74,65,91,104,71,95,77,91,120,58,71,109,82,100,84,63,88,60,88,71,90.0,60,60,98,70,59,83,60,88,45,62,69,57,91,54,55,50,35,79,36,37,53,51,73,41,41,40,24,39,16,16,19,31,48,33,20,21,10,30,16,15,16,16,19,19,15,3,4,19,5878,Dagon Myothit(Seik),MMR013021
 Total,1404,1370,1359,1324,1189,1342,1313,1438,1560,1497,1327,1386,1441,1819,1584,1935,1612,1726,1614,1552,1672,1527,1537,1680,1567,1834,1279,1417,1430,1150,1435,1148,1106,1333,1088,1235,871,1177.0,1059,951,1146,841,850,1010,777,943,704,791,819,788,828,701,639,626,506,697,392,474,469,409,539,312,318,266,183,252,139,149,175,152,194,131,83,95,54,99,58,49,68,47,58,56,36,29,18,76,74334,Dagon Myothit(Seik),MMR013021
