Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,401,1235,1679,1744,1736,1856,1881,2004,1888,1725,1430,1060,955,993,827,879,711,775,786,693,783,637,655,742,570,787,621,662,608,579,672,573,556,700,571,717,502,684.0,604,542,677,495,437,519,365,536,359,435,456,350,489,391,307,296,238,384,201,222,215,153,258,156,138,87,57,134,53,70,61,48,100,53,37,27,12,35,16,13,14,12,23,10,7,9,4,25,47007,Hlaingbwe,MMR003002
 Illiterate,1571,632,317,208,146,149,96,135,157,140,145,137,106,134,99,187,128,155,183,144,230,187,212,267,208,403,225,282,311,282,425,275,313,380,273,551,271,444.0,426,392,598,391,377,473,322,674,300,383,430,314,565,415,326,338,206,566,227,260,313,271,443,252,265,207,98,463,103,147,127,104,248,114,102,130,49,256,42,62,64,47,90,33,32,28,15,119,22715,Hlaingbwe,MMR003002
 Total,1972,1867,1996,1952,1882,2005,1977,2139,2045,1865,1575,1197,1061,1127,926,1066,839,930,969,837,1013,824,867,1009,778,1190,846,944,919,861,1097,848,869,1080,844,1268,773,1128.0,1030,934,1275,886,814,992,687,1210,659,818,886,664,1054,806,633,634,444,950,428,482,528,424,701,408,403,294,155,597,156,217,188,152,348,167,139,157,61,291,58,75,78,59,113,43,39,37,19,144,69722,Hlaingbwe,MMR003002
