Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,521,1375,1800,1711,1927,1861,1782,1868,1817,1583,1526,1532,1512,1643,1375,1540,1264,1182,1202,1034,1086,924,1037,1087,896,973,703,788,798,648,707,609,599,651,514,634,467,590.0,541,488,515,408,397,385,329,383,255,296,356,333,326,245,214,198,152,162,105,108,117,103,110,76,58,57,31,56,24,27,26,19,35,19,20,20,7,24,11,15,6,14,12,9,9,3,9,15,50894,Hsihseng,MMR014004
 Illiterate,1241,471,236,141,81,71,60,67,59,67,79,83,85,127,122,173,137,149,157,183,221,168,226,295,278,331,259,311,311,333,368,276,292,301,301,395,254,379.0,325,348,369,268,290,320,304,459,285,297,336,318,334,324,250,241,252,383,175,203,180,178,226,148,141,119,71,189,80,119,101,92,109,61,61,58,54,66,30,39,24,30,26,18,21,10,12,34,17466,Hsihseng,MMR014004
 Total,1762,1846,2036,1852,2008,1932,1842,1935,1876,1650,1605,1615,1597,1770,1497,1713,1401,1331,1359,1217,1307,1092,1263,1382,1174,1304,962,1099,1109,981,1075,885,891,952,815,1029,721,969.0,866,836,884,676,687,705,633,842,540,593,692,651,660,569,464,439,404,545,280,311,297,281,336,224,199,176,102,245,104,146,127,111,144,80,81,78,61,90,41,54,30,44,38,27,30,13,21,49,68360,Hsihseng,MMR014004
