Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,24,76,95,104,111,103,87,94,71,88,57,46,50,66,31,67,34,39,28,25,40,20,17,22,16,31,14,15,16,16,19,11,12,19,4,20,8,10.0,6,10,9,2,6,8,4,6,4,4,7,11,10,3,5,2,3,5,4,1,4,4,3,2,1,2,-,1,-,1,1,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,1738,Kenglat(ST),MMR016009
 Illiterate,93,50,26,20,19,25,16,9,17,21,26,23,17,42,25,55,39,26,29,40,61,35,38,80,42,86,32,50,37,49,89,65,55,57,44,91,51,48.0,65,45,92,55,45,55,36,81,53,48,61,51,64,50,25,42,22,90,24,18,37,22,33,18,19,15,8,30,6,12,9,5,22,7,6,12,5,16,2,7,3,2,4,1,2,1,2,3,2959,Kenglat(ST),MMR016009
 Total,117,126,121,124,130,128,103,103,88,109,83,69,67,108,56,122,73,65,57,65,101,55,55,102,58,117,46,65,53,65,108,76,67,76,48,111,59,58.0,71,55,101,57,51,63,40,87,57,52,68,62,74,53,30,44,25,95,28,19,41,26,36,20,20,17,8,31,6,13,10,5,22,7,6,12,5,16,3,9,3,2,4,1,2,1,2,3,4697,Kenglat(ST),MMR016009
