Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,63,105,166,233,204,323,176,238,232,225,261,175,145,173,100,157,59,69,74,72,94,59,61,64,46,79,23,36,27,27,34,19,22,24,10,24,10,14.0,12,14,15,5,8,8,2,7,5,7,3,3,4,2,1,1,-,4,2,-,-,1,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,4031,Lahe,MMR005036
 Illiterate,668,519,476,514,324,546,183,265,251,248,426,255,170,351,134,488,132,151,191,183,447,199,204,289,199,581,114,197,143,166,415,151,132,248,167,550,120,148.0,164,132,359,120,124,196,117,481,96,83,107,109,158,69,59,100,54,336,55,49,65,55,133,15,34,43,27,173,16,19,21,17,58,11,14,22,5,83,7,6,9,5,17,5,2,2,5,40,14822,Lahe,MMR005036
 Total,731,624,642,747,528,869,359,503,483,473,687,430,315,524,234,645,191,220,265,255,541,258,265,353,245,660,137,233,170,193,449,170,154,272,177,574,130,162.0,176,146,374,125,132,204,119,488,101,90,110,112,162,71,60,101,54,340,57,49,65,56,133,16,35,43,27,174,16,19,21,17,58,11,14,22,5,84,7,6,9,5,17,5,2,2,5,40,18853,Lahe,MMR005036
