Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,396,1095,1166,1015,1054,1043,984,1053,1131,1048,923,866,951,1043,904,1111,943,1007,1020,950,1108,916,922,1083,906,1107,830,877,931,782,896,722,707,773,635,781,539,735.0,686,531,713,511,570,571,457,616,406,437,476,443,501,377,342,358,297,444,193,244,229,194,265,142,195,126,60,142,71,73,79,58,117,80,50,75,29,63,36,34,48,31,27,26,16,14,19,39,46464,Pobbathiri,MMR018005
 Illiterate,695,158,54,25,27,27,21,21,18,26,18,24,26,28,33,50,43,42,42,43,79,57,58,69,55,108,55,83,90,64,78,55,66,77,66,91,52,67.0,59,60,103,66,67,87,53,82,50,48,66,46,70,57,47,52,42,105,39,41,50,60,73,29,53,46,27,77,36,38,37,29,76,32,31,36,20,66,21,31,26,16,38,8,13,7,6,40,4953,Pobbathiri,MMR018005
 Total,1091,1253,1220,1040,1081,1070,1005,1074,1149,1074,941,890,977,1071,937,1161,986,1049,1062,993,1187,973,980,1152,961,1215,885,960,1021,846,974,777,773,850,701,872,591,802.0,745,591,816,577,637,658,510,698,456,485,542,489,571,434,389,410,339,549,232,285,279,254,338,171,248,172,87,219,107,111,116,87,193,112,81,111,49,129,57,65,74,47,65,34,29,21,25,79,51417,Pobbathiri,MMR018005
