Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,690,1887,2128,1978,2042,2032,2111,2278,2374,2287,2157,2033,2039,2412,2012,2359,2025,2094,2138,1900,2008,1869,1879,2108,1891,2204,1671,1835,1844,1556,1881,1581,1613,1862,1570,1857,1312,1761.0,1558,1476,1623,1391,1336,1477,1163,1458,1059,1228,1209,1073,1174,961,850,946,724,947,627,616,618,516,675,453,495,368,260,393,206,244,257,219,329,186,152,183,80,167,85,95,90,65,104,59,40,37,29,114,102693,Hmawby,MMR013003
 Illiterate,1337,300,125,83,66,50,38,49,62,67,65,70,50,93,65,80,63,73,72,80,93,77,76,93,88,114,71,86,97,92,130,83,96,126,93,137,57,103.0,113,88,147,87,88,112,81,128,75,88,97,86,122,78,68,77,56,104,67,67,87,71,102,53,72,52,36,106,44,50,74,60,116,58,46,71,35,65,37,46,45,22,33,23,19,24,9,54,7939,Hmawby,MMR013003
 Total,2027,2187,2253,2061,2108,2082,2149,2327,2436,2354,2222,2103,2089,2505,2077,2439,2088,2167,2210,1980,2101,1946,1955,2201,1979,2318,1742,1921,1941,1648,2011,1664,1709,1988,1663,1994,1369,1864.0,1671,1564,1770,1478,1424,1589,1244,1586,1134,1316,1306,1159,1296,1039,918,1023,780,1051,694,683,705,587,777,506,567,420,296,499,250,294,331,279,445,244,198,254,115,232,122,141,135,87,137,82,59,61,38,168,110632,Hmawby,MMR013003
