Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3345,3487,3764,4383,4008,4218,4042,4007,4652,3636,5124,3469,4517,4056,3518,4029,3441,2979,4359,2436,4800,2116,2594,2588,2117,4347,2191,2110,2690,1976,5390,1660,1868,1635,1550,3928,1792,1569,1978,1316,4458,1306,1632,1685,1289,3584,1402,1139,1426,982,4069,1004,1179,1266,1026,2084,1127,797,793,463,2635,461,448,522,409,1121,348,354,277,176,1086,141,162,187,140,385,144,87,135,44,410,47,49,62,44,99,37,16,26,12,163,170623,Tantyan,MMR015004
 Yes - some difficulty,2,1,4,1,2,-,1,5,5,1,5,1,5,3,6,3,5,4,2,4,4,1,6,8,2,13,2,7,6,4,13,3,6,2,5,12,4,5,5,3,10,2,7,6,9,27,6,11,11,12,80,14,22,19,13,47,26,24,42,23,165,39,40,38,36,92,35,42,36,35,167,39,32,44,25,69,22,22,32,16,103,11,14,21,18,18,14,6,14,8,82,1917,Tantyan,MMR015004
 Yes - a lot of difficulty,-,1,2,1,1,-,-,-,2,-,1,2,1,2,-,2,2,1,1,-,2,1,-,1,1,1,-,-,-,-,1,1,-,1,-,-,1,1,-,-,-,-,-,-,-,1,3,-,1,-,2,-,-,1,-,5,-,2,-,-,3,-,2,-,1,4,-,1,1,1,12,3,2,6,2,4,3,2,1,5,4,-,-,3,3,3,2,4,1,2,24,144,Tantyan,MMR015004
 Yes - cannot see at all,1,1,-,2,-,-,1,1,3,-,-,-,-,-,2,2,-,3,-,-,4,2,1,1,1,2,1,-,2,1,4,2,2,1,3,4,2,-,1,1,5,-,1,1,-,2,-,-,3,1,4,1,-,1,1,2,4,-,-,1,4,1,-,1,-,2,1,1,1,-,3,1,-,-,2,2,1,-,1,2,10,-,-,-,-,2,-,-,-,1,7,121,Tantyan,MMR015004
 Total,3348,3490,3770,4387,4011,4218,4044,4013,4662,3637,5130,3472,4523,4061,3526,4036,3448,2987,4362,2440,4810,2120,2601,2598,2121,4363,2194,2117,2698,1981,5408,1666,1876,1639,1558,3944,1799,1575,1984,1320,4473,1308,1640,1692,1298,3614,1411,1150,1441,995,4155,1019,1201,1287,1040,2138,1157,823,835,487,2807,501,490,561,446,1219,384,398,315,212,1268,184,196,237,169,460,170,111,169,67,527,58,63,86,65,122,53,26,41,23,276,172805,Tantyan,MMR015004
