Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2187,2367,2046,2387,2324,2309,2295,2443,2301,2486,2447,2320,2603,2576,2240,2328,2294,2469,2658,2450,2617,2360,2310,2215,2117,2280,1925,2164,2057,1983,2077,1616,1747,1757,1549,1769,1589,1598,1536,1303,1582,1249,1519,1268,1188,1303,1052,1065,1045,954,1108,828,885,884,847,952,712,622,627,533,712,389,470,466,463,505,363,313,206,179,259,185,194,218,218,209,157,133,124,77,125,63,74,77,80,56,42,26,33,26,51,112815,Pinlaung,MMR014009
 Yes - some difficulty,9,3,3,1,3,1,-,2,3,5,4,6,1,3,3,7,7,3,2,6,6,3,3,5,2,4,3,11,10,16,8,7,7,11,8,9,7,13,12,15,21,27,27,17,23,33,29,33,38,35,35,28,40,50,38,67,54,41,33,38,51,31,46,38,41,46,35,47,23,33,49,32,38,28,51,52,35,30,28,16,38,23,23,27,15,8,13,6,6,5,17,1870,Pinlaung,MMR014009
 Yes - a lot of difficulty,3,-,-,-,-,1,-,1,3,3,-,-,-,2,-,2,1,4,1,2,2,2,2,2,2,1,2,2,-,1,2,-,-,1,1,2,-,1,-,2,2,-,4,4,2,3,5,3,4,3,3,2,5,5,4,6,3,5,5,3,5,2,4,4,3,11,4,5,6,5,4,6,9,5,6,8,5,6,5,7,11,3,6,6,1,3,5,2,-,3,6,275,Pinlaung,MMR014009
 Yes - cannot see at all,4,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,1,-,1,-,-,-,-,1,-,-,2,-,1,-,-,-,-,-,-,1,1,1,1,-,-,-,2,1,-,1,1,1,-,-,1,1,-,1,-,2,1,2,2,3,-,4,2,-,2,2,1,-,1,3,1,1,2,-,3,3,2,1,-,2,5,2,2,2,3,1,1,-,2,3,87,Pinlaung,MMR014009
 Total,2203,2370,2049,2388,2327,2311,2295,2446,2307,2494,2451,2328,2604,2582,2243,2337,2302,2477,2661,2459,2625,2365,2315,2222,2122,2285,1930,2179,2067,2001,2087,1623,1754,1769,1558,1780,1597,1613,1549,1321,1605,1276,1550,1291,1214,1339,1087,1102,1088,992,1146,859,931,939,890,1025,771,669,667,576,771,422,524,510,507,564,404,366,235,218,315,224,242,253,275,272,200,171,158,100,176,94,105,112,98,70,61,35,39,36,77,115047,Pinlaung,MMR014009
