Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1694,1785,1779,1961,2076,1906,1921,1974,1811,2020,2188,2025,2124,2351,2330,2247,1917,1990,2214,1941,2464,2022,2018,2126,1982,2452,1971,2175,2304,1993,2651,1864,2112,2209,1824,2407,1819,1914,1966,1731,2041,1508,2009,1788,1521,1989,1526,1553,1619,1379,1810,1326,1361,1542,1225,1506,1113,986,1021,857,1079,700,737,637,598,733,429,436,270,246,457,211,293,315,247,450,253,235,242,132,270,135,119,127,115,142,78,61,37,24,109,121855,Paukkhaung,MMR008002
 Yes - some difficulty,8,4,4,1,1,-,4,-,1,1,2,3,2,3,7,5,5,4,3,5,3,1,5,4,1,2,5,5,9,7,3,9,6,8,3,7,11,10,11,10,18,15,26,31,37,31,39,46,40,56,57,40,48,53,40,64,54,53,49,47,100,52,38,47,64,72,57,64,37,28,67,39,69,56,51,110,54,42,71,32,91,38,39,31,33,44,15,17,11,7,38,2541,Paukkhaung,MMR008002
 Yes - a lot of difficulty,1,-,-,1,-,2,-,-,1,-,1,-,1,2,2,1,2,1,-,1,-,-,1,-,-,1,1,-,1,2,-,2,2,1,2,2,-,1,2,3,1,-,3,4,1,1,1,-,2,4,-,4,3,4,1,3,1,6,6,5,10,3,3,11,5,4,3,9,4,2,13,4,11,7,8,26,12,9,14,4,20,5,3,4,6,7,6,2,3,1,13,319,Paukkhaung,MMR008002
 Yes - cannot see at all,1,-,-,1,-,1,1,1,2,-,1,-,-,1,1,-,-,1,2,1,1,-,1,-,-,2,1,1,-,1,-,-,1,1,1,1,1,-,-,-,2,-,3,1,-,3,-,-,1,-,-,1,-,1,2,1,1,-,1,1,3,-,-,1,1,4,-,3,1,-,5,-,4,2,1,6,4,4,3,2,10,4,1,8,4,4,5,5,2,4,6,141,Paukkhaung,MMR008002
 Total,1704,1789,1783,1964,2077,1909,1926,1975,1815,2021,2192,2028,2127,2357,2340,2253,1924,1996,2219,1948,2468,2023,2025,2130,1983,2457,1978,2181,2314,2003,2654,1875,2121,2219,1830,2417,1831,1925,1979,1744,2062,1523,2041,1824,1559,2024,1566,1599,1662,1439,1867,1371,1412,1600,1268,1574,1169,1045,1077,910,1192,755,778,696,668,813,489,512,312,276,542,254,377,380,307,592,323,290,330,170,391,182,162,170,158,197,104,85,53,36,166,124856,Paukkhaung,MMR008002
