Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2817,2771,2602,2909,2747,2761,2719,2899,2748,2646,2763,2400,2940,3006,2798,2540,2387,2660,2939,2611,2893,2336,2463,2435,2154,2640,1843,2222,2260,1938,2634,1718,1893,1998,1549,2292,1459,1817,1904,1502,1945,1460,1830,1627,1290,2004,1191,1452,1469,1065,1337,952,1059,1074,861,1169,703,726,649,491,657,463,445,470,394,528,250,426,249,163,306,160,167,185,111,269,103,117,131,59,118,50,69,55,34,60,30,36,26,14,70,127182,Thabeikkyin,MMR010012
 Yes - some difficulty,9,3,2,5,2,2,1,4,2,5,3,1,4,2,2,5,4,4,1,-,3,2,-,2,2,3,2,4,-,1,3,3,1,3,4,3,4,3,3,5,6,5,5,4,9,10,5,8,4,5,12,12,9,12,5,15,14,7,17,10,13,17,9,15,13,25,10,19,9,8,7,7,7,8,8,11,5,5,7,7,8,3,1,-,3,6,2,1,3,2,3,528,Thabeikkyin,MMR010012
 Yes - a lot of difficulty,1,1,-,-,-,-,-,-,-,2,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,1,1,-,-,1,-,1,-,1,-,2,-,-,1,-,-,1,-,-,2,2,-,1,-,4,-,4,2,-,1,-,1,1,2,2,2,-,-,-,1,-,2,-,1,2,-,1,-,-,1,50,Thabeikkyin,MMR010012
 Yes - cannot see at all,1,1,-,-,-,-,1,-,-,-,-,-,-,-,2,-,-,1,3,-,-,-,-,2,1,-,-,-,-,-,2,-,-,-,1,-,-,-,-,-,-,-,1,-,1,1,-,-,1,1,1,1,-,-,-,1,2,6,2,1,1,1,-,-,-,-,-,1,1,-,3,-,2,3,2,5,1,-,2,-,1,3,-,1,1,1,2,-,1,1,5,72,Thabeikkyin,MMR010012
 Total,2828,2776,2604,2914,2749,2763,2721,2903,2750,2653,2766,2401,2944,3009,2802,2545,2391,2665,2944,2611,2896,2338,2463,2439,2157,2643,1845,2226,2260,1939,2639,1721,1894,2001,1554,2296,1463,1822,1907,1507,1951,1466,1837,1631,1300,2016,1196,1461,1474,1072,1350,967,1068,1086,867,1185,719,740,668,502,673,483,454,486,407,557,260,450,261,171,317,167,177,197,123,287,111,122,140,66,128,56,72,56,39,69,34,38,30,17,79,127832,Thabeikkyin,MMR010012
