Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1321,1491,1571,2024,2413,2836,2812,3055,2950,2784,2915,2825,3362,3257,2915,2738,2206,2012,2651,1589,1785,1362,1560,1509,1494,1893,1372,1457,1628,1235,1897,1281,1502,1462,1074,1501,901,1003,1205,941,1447,956,1526,1333,1174,1704,1088,991,1216,842,1323,832,1001,1012,873,1208,776,644,710,499,925,430,511,554,423,714,334,367,318,226,447,109,168,168,138,339,178,161,183,62,185,60,101,77,71,85,50,42,28,16,92,106506,Yethedaung,MMR012008
 Yes - some difficulty,26,17,11,10,7,4,4,4,8,2,10,8,9,8,7,7,11,6,9,1,5,6,5,6,1,8,8,5,6,2,7,8,9,9,9,15,12,7,9,19,23,25,36,55,32,72,43,48,54,54,105,50,88,88,85,117,98,76,104,82,171,70,104,122,123,219,106,120,119,75,194,52,75,84,77,197,105,79,103,52,145,45,74,49,65,64,31,26,23,16,41,4486,Yethedaung,MMR012008
 Yes - a lot of difficulty,11,4,-,1,4,2,-,2,1,1,5,1,2,2,4,1,-,2,1,2,-,2,1,4,2,2,2,2,1,1,1,2,-,1,1,-,2,3,-,2,2,2,4,4,6,5,1,5,7,3,11,2,6,13,9,11,11,16,13,20,18,8,14,13,12,22,13,22,14,14,28,10,12,15,15,43,20,14,20,6,52,15,16,20,11,32,16,9,10,3,35,778,Yethedaung,MMR012008
 Yes - cannot see at all,11,1,1,2,-,-,-,-,-,1,1,2,3,-,1,-,-,1,1,1,-,4,1,1,2,3,-,-,-,2,2,2,2,2,1,1,1,-,-,1,-,1,1,1,2,1,1,-,2,1,4,2,4,4,3,4,1,1,1,3,4,2,2,3,4,2,-,5,6,-,7,-,1,1,4,9,4,1,4,5,10,4,1,2,6,12,1,1,3,1,11,204,Yethedaung,MMR012008
 Total,1369,1513,1583,2037,2424,2842,2816,3061,2959,2788,2931,2836,3376,3267,2927,2746,2217,2021,2662,1593,1790,1374,1567,1520,1499,1906,1382,1464,1635,1240,1907,1293,1513,1474,1085,1517,916,1013,1214,963,1472,984,1567,1393,1214,1782,1133,1044,1279,900,1443,886,1099,1117,970,1340,886,737,828,604,1118,510,631,692,562,957,453,514,457,315,676,171,256,268,234,588,307,255,310,125,392,124,192,148,153,193,98,78,64,36,179,111974,Yethedaung,MMR012008
