Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,5038,5018,5101,5475,5842,5406,5539,6152,5871,6045,6360,5851,6607,6849,6497,5935,5586,5886,6516,5008,6452,4548,4956,4850,4072,5794,4215,4857,5201,4247,6318,4125,4559,4777,3678,5494,3510,4234,4464,3489,4812,3093,4086,3764,2903,4545,2826,3384,3436,2648,3777,2394,2633,2716,2159,3129,1894,2158,1966,1434,2354,1238,1333,1299,1136,1738,856,1250,808,565,1219,434,663,659,471,1015,380,482,501,290,558,215,270,256,218,287,133,143,105,73,314,291442,Kambalu,MMR005007
 Yes - some difficulty,24,5,3,1,1,3,-,7,3,5,4,7,5,13,2,6,7,9,8,10,8,7,11,6,8,9,4,2,6,4,14,8,7,8,9,16,12,14,21,13,27,21,27,39,39,45,37,51,63,57,65,46,66,46,55,97,63,64,77,45,115,61,57,73,64,105,62,99,63,36,140,54,75,84,60,135,58,67,87,37,118,38,44,50,29,62,27,16,18,17,89,3380,Kambalu,MMR005007
 Yes - a lot of difficulty,8,-,-,-,-,1,1,2,-,2,1,-,-,-,2,2,-,1,4,-,3,1,2,1,-,5,-,2,2,-,1,1,2,2,2,1,1,2,3,1,3,-,3,1,4,8,3,3,1,5,8,4,9,5,2,11,4,4,8,1,7,1,8,10,7,18,6,5,6,13,21,6,9,9,10,15,7,15,16,6,17,8,8,7,4,14,3,10,6,7,26,448,Kambalu,MMR005007
 Yes - cannot see at all,2,1,1,2,1,1,-,2,-,1,-,1,-,-,2,-,1,-,-,-,1,1,2,-,1,2,-,3,1,1,1,-,-,-,1,2,-,2,1,2,2,2,2,-,2,2,-,-,2,1,7,-,4,4,2,1,1,3,3,2,4,2,3,2,7,8,6,4,5,5,8,4,5,2,11,17,9,4,13,3,16,5,11,7,4,6,6,3,4,-,31,291,Kambalu,MMR005007
 Total,5072,5024,5105,5478,5844,5411,5540,6163,5874,6053,6365,5859,6612,6862,6503,5943,5594,5896,6528,5018,6464,4557,4971,4857,4081,5810,4219,4864,5210,4252,6334,4134,4568,4787,3690,5513,3523,4252,4489,3505,4844,3116,4118,3804,2948,4600,2866,3438,3502,2711,3857,2444,2712,2771,2218,3238,1962,2229,2054,1482,2480,1302,1401,1384,1214,1869,930,1358,882,619,1388,498,752,754,552,1182,454,568,617,336,709,266,333,320,255,369,169,172,133,97,460,295561,Kambalu,MMR005007
