Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,530,484,538,612,513,566,558,566,648,479,623,495,693,667,530,545,562,489,619,455,588,422,423,419,484,435,390,339,385,278,476,255,323,274,255,277,296,242,319,226,410,195,266,231,212,264,212,166,232,159,319,189,209,206,174,194,207,141,158,104,285,88,108,96,90,142,76,86,69,35,133,42,68,45,36,45,37,26,44,29,81,23,20,20,9,23,11,10,7,6,33,24349,Monekoe(ST),MMR015009
 Yes - some difficulty,-,-,-,-,-,1,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,1,-,-,-,-,2,3,1,1,1,2,1,3,1,3,2,2,3,1,12,4,2,3,3,2,3,8,4,5,11,3,7,4,1,4,8,2,6,3,14,2,5,4,2,2,7,5,-,4,10,184,Monekoe(ST),MMR015009
 Yes - a lot of difficulty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,1,1,-,-,-,-,2,1,-,1,-,1,1,-,-,1,2,15,Monekoe(ST),MMR015009
 Yes - cannot see at all,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,2,-,1,-,-,1,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,1,17,Monekoe(ST),MMR015009
 Total,530,484,538,612,513,567,559,567,649,480,623,495,693,668,530,545,562,489,619,455,588,422,423,419,484,435,390,339,385,278,476,255,323,274,255,277,297,242,320,226,411,196,266,231,212,264,214,169,235,160,323,192,210,209,175,199,209,144,161,105,299,92,110,99,93,145,80,95,73,40,145,45,75,49,38,50,45,28,51,32,97,26,25,25,11,26,20,15,7,12,46,24565,Monekoe(ST),MMR015009
