Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1847,1916,1860,2189,2212,2137,2193,2185,2060,2182,2326,2240,2342,2490,2372,2184,2018,2200,2267,1891,2291,1910,1980,1847,1738,2164,1796,1846,2089,1733,2250,1797,1793,2017,1618,2091,1659,1790,1933,1872,1872,1360,1938,1630,1565,1866,1500,1507,1635,1362,1772,1476,1450,1623,1333,1627,1215,1195,1357,1001,1380,932,932,848,671,890,594,624,382,250,402,273,378,329,304,534,299,242,307,171,288,184,161,166,150,146,103,86,72,43,140,123890,Okpo,MMR008010
 Yes - some difficulty,4,1,3,1,-,1,3,1,2,1,-,2,1,4,3,6,1,5,2,4,4,7,5,5,4,7,4,7,7,6,6,6,6,4,7,9,6,7,15,12,19,19,21,30,18,40,34,31,30,32,57,34,58,53,60,59,56,55,65,45,63,54,60,46,51,62,37,61,37,28,51,32,37,49,62,84,50,48,56,28,65,49,42,43,44,27,22,22,18,7,54,2384,Okpo,MMR008010
 Yes - a lot of difficulty,1,-,-,1,1,1,-,-,-,1,2,1,1,1,1,-,1,-,2,1,2,1,-,1,1,2,-,-,-,2,2,1,1,-,1,1,1,1,1,-,3,2,3,-,1,1,2,2,3,1,4,1,3,-,3,1,6,-,3,2,6,5,5,4,6,7,1,4,4,1,11,2,10,4,6,11,5,7,6,3,6,6,6,5,2,7,7,2,7,3,11,244,Okpo,MMR008010
 Yes - cannot see at all,-,-,-,-,1,1,-,-,1,4,1,-,2,-,-,-,-,-,1,-,1,2,-,1,-,-,-,-,2,-,-,-,1,2,-,2,1,-,-,-,-,-,-,1,1,-,-,1,-,1,3,1,1,3,2,2,1,2,2,2,5,2,-,2,2,4,1,4,1,-,2,3,3,5,6,7,2,1,5,5,5,1,2,3,4,7,2,2,1,-,11,144,Okpo,MMR008010
 Total,1852,1917,1863,2191,2214,2140,2196,2186,2063,2188,2329,2243,2346,2495,2376,2190,2020,2205,2272,1896,2298,1920,1985,1854,1743,2173,1800,1853,2098,1741,2258,1804,1801,2023,1626,2103,1667,1798,1949,1884,1894,1381,1962,1661,1585,1907,1536,1541,1668,1396,1836,1512,1512,1679,1398,1689,1278,1252,1427,1050,1454,993,997,900,730,963,633,693,424,279,466,310,428,387,378,636,356,298,374,207,364,240,211,217,200,187,134,112,98,53,216,126662,Okpo,MMR008010
