Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1986,2156,2128,2203,2415,2116,2325,2368,2361,2570,2631,2640,2967,3477,3663,3490,3599,4050,4728,4265,4979,4546,4633,4523,4107,4368,3909,3862,4063,3673,4472,3125,3563,3341,2926,3364,2937,2721,3077,2675,3332,2365,2958,2739,2407,2947,2442,2462,2723,2249,2483,1940,2117,2142,1840,1930,1677,1649,1659,1407,1722,1033,1220,1219,939,1196,820,974,770,550,738,458,536,607,477,651,482,326,426,265,359,211,244,247,191,187,161,124,90,58,287,196038,Mayangon,MMR013042
 Yes - some difficulty,1,1,-,3,-,1,3,3,2,4,1,12,-,10,5,11,9,7,9,10,11,9,6,8,11,8,7,8,7,7,8,4,5,1,6,6,9,7,12,11,11,9,19,17,27,31,18,25,32,20,32,24,29,46,33,34,42,34,31,22,39,27,33,36,26,29,26,32,33,28,38,32,48,42,41,34,31,30,33,23,40,25,34,30,25,24,25,9,13,13,44,1722,Mayangon,MMR013042
 Yes - a lot of difficulty,-,-,-,-,1,1,1,-,2,-,1,1,-,-,1,2,1,-,-,2,2,1,1,2,2,2,2,1,-,2,2,1,1,1,2,2,2,1,1,1,1,-,2,1,-,-,1,2,3,-,1,1,1,3,-,-,1,2,1,2,5,1,3,2,5,4,3,3,3,1,5,3,2,4,8,8,3,-,4,3,5,4,4,6,1,4,1,5,3,2,10,179,Mayangon,MMR013042
 Yes - cannot see at all,1,1,-,-,-,1,2,-,-,1,-,3,3,1,3,-,2,2,1,5,3,3,2,3,3,4,3,1,1,1,5,4,4,2,2,3,2,3,5,2,5,-,2,1,4,4,1,2,2,1,1,2,1,-,2,2,-,-,2,1,3,2,1,2,2,1,-,2,3,1,2,-,-,3,1,3,2,4,-,-,5,1,1,2,-,2,2,1,1,1,11,174,Mayangon,MMR013042
 Total,1988,2158,2128,2206,2416,2119,2331,2371,2365,2575,2633,2656,2970,3488,3672,3503,3611,4059,4738,4282,4995,4559,4642,4536,4123,4382,3921,3872,4071,3683,4487,3134,3573,3345,2936,3375,2950,2732,3095,2689,3349,2374,2981,2758,2438,2982,2462,2491,2760,2270,2517,1967,2148,2191,1875,1966,1720,1685,1693,1432,1769,1063,1257,1259,972,1230,849,1011,809,580,783,493,586,656,527,696,518,360,463,291,409,241,283,285,217,217,189,139,107,74,352,198113,Mayangon,MMR013042
