Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2631,2782,3031,3226,3186,3473,3319,3252,3012,3092,3209,3012,3239,3017,2716,2664,2290,2355,2413,2044,2677,1803,1993,1874,1706,2378,1831,2041,2102,1865,2310,1826,1769,1808,1512,2236,1428,1490,1750,1439,1707,978,1522,1109,1041,1366,1004,946,1006,759,1126,731,774,903,655,898,645,537,557,360,581,312,356,381,263,337,215,187,159,96,160,85,93,98,94,171,76,50,67,28,53,33,35,39,32,28,18,13,13,13,38,118549,Ahmar(ST),MMR017023
 Yes - some difficulty,7,6,4,6,8,9,9,8,9,15,15,21,25,14,27,28,16,32,28,15,19,21,24,15,26,40,30,32,33,32,57,51,56,70,52,86,57,61,95,79,147,121,208,165,173,268,216,170,238,172,270,180,219,248,192,236,186,158,192,109,200,135,133,159,104,164,93,109,67,73,109,54,72,72,51,112,56,42,53,21,46,20,36,26,22,34,15,10,6,4,31,7235,Ahmar(ST),MMR017023
 Yes - a lot of difficulty,3,1,1,1,4,1,5,3,1,5,5,2,3,3,7,2,3,5,1,4,4,1,2,1,4,2,3,5,6,4,4,4,3,3,3,5,5,7,3,13,5,5,8,10,6,11,10,11,17,20,20,16,15,16,12,24,11,10,14,13,24,23,10,15,13,25,12,18,10,10,24,17,16,13,12,35,15,8,15,5,12,11,13,10,8,12,9,2,5,5,10,813,Ahmar(ST),MMR017023
 Yes - cannot see at all,2,2,1,-,1,1,1,3,2,1,4,-,1,3,-,2,1,1,3,1,2,1,1,1,-,-,1,-,1,1,2,3,-,1,1,2,1,1,-,-,2,1,2,2,3,1,1,-,5,2,2,-,-,5,2,4,1,4,3,3,3,-,8,4,3,4,1,5,4,1,7,2,3,3,2,7,4,5,5,-,4,2,-,3,1,5,-,-,1,2,1,182,Ahmar(ST),MMR017023
 Total,2643,2791,3037,3233,3199,3484,3334,3266,3024,3113,3233,3035,3268,3037,2750,2696,2310,2393,2445,2064,2702,1826,2020,1891,1736,2420,1865,2078,2142,1902,2373,1884,1828,1882,1568,2329,1491,1559,1848,1531,1861,1105,1740,1286,1223,1646,1231,1127,1266,953,1418,927,1008,1172,861,1162,843,709,766,485,808,470,507,559,383,530,321,319,240,180,300,158,184,186,159,325,151,105,140,54,115,66,84,78,63,79,42,25,25,24,80,126779,Ahmar(ST),MMR017023
