Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1316,1459,1567,1652,1702,1600,1704,1794,1680,1861,1837,1905,1972,2130,2130,1970,1750,1818,2002,1868,2203,1895,1771,1855,1884,2233,1902,2129,2179,2022,2463,1879,1927,1992,1832,2488,1909,1927,2258,2005,2273,1676,2397,1983,1677,2314,1692,1827,1850,1559,2077,1522,1635,1815,1621,1853,1528,1391,1352,1210,1514,1017,1129,1012,859,1002,696,693,503,374,593,339,442,428,427,773,381,367,388,254,418,226,250,271,189,208,132,85,46,49,173,126960,Thegon,MMR008005
 Yes - some difficulty,12,2,2,1,2,-,1,2,1,1,7,4,4,3,3,5,4,2,4,3,4,2,6,4,3,4,5,2,5,7,12,8,8,8,13,12,8,10,16,11,19,17,42,39,38,50,55,55,44,62,76,58,63,67,69,82,70,79,72,70,99,74,78,95,77,104,73,71,53,50,86,47,69,58,85,127,89,94,114,71,106,65,59,70,51,68,44,20,21,21,68,3545,Thegon,MMR008005
 Yes - a lot of difficulty,-,1,-,3,1,-,-,1,3,-,-,-,1,1,-,-,2,1,-,2,1,2,1,2,2,-,1,-,1,-,1,4,4,1,-,1,-,1,-,5,2,1,-,1,3,3,5,2,4,2,3,3,3,3,1,2,3,1,7,4,2,3,5,2,6,8,3,7,6,4,7,6,8,6,3,16,9,13,10,6,15,6,12,12,4,6,4,5,6,1,13,310,Thegon,MMR008005
 Yes - cannot see at all,1,1,-,-,1,-,2,1,-,-,-,1,2,1,-,1,1,-,1,-,-,-,-,-,1,2,-,1,-,-,-,-,-,-,1,-,1,-,1,1,1,1,3,1,-,2,2,1,1,1,1,-,1,1,1,3,-,1,5,-,-,2,1,-,3,1,2,2,2,2,5,1,1,4,7,4,2,4,4,-,2,3,4,10,1,5,8,2,1,1,11,142,Thegon,MMR008005
 Total,1329,1463,1569,1656,1706,1600,1707,1798,1684,1862,1844,1910,1979,2135,2133,1976,1757,1821,2007,1873,2208,1899,1778,1861,1890,2239,1908,2132,2185,2029,2476,1891,1939,2001,1846,2501,1918,1938,2275,2022,2295,1695,2442,2024,1718,2369,1754,1885,1899,1624,2157,1583,1702,1886,1692,1940,1601,1472,1436,1284,1615,1096,1213,1109,945,1115,774,773,564,430,691,393,520,496,522,920,481,478,516,331,541,300,325,363,245,287,188,112,74,72,265,130957,Thegon,MMR008005
