Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,451,513,557,619,629,591,589,522,564,471,584,326,466,423,322,479,286,276,434,271,600,214,170,265,211,444,187,228,222,152,521,172,173,174,150,401,167,159,201,162,426,147,157,174,163,308,133,107,109,120,304,100,100,112,91,112,60,50,49,37,135,27,19,38,25,50,26,15,16,8,47,12,11,9,7,22,5,7,5,4,19,1,4,1,4,3,1,-,-,2,6,17734,Minekoke(ST),MMR016006
 Yes - some difficulty,1,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,1,1,2,2,-,-,2,1,19,1,1,2,-,19,-,1,4,3,53,6,8,10,4,18,5,-,3,4,44,3,7,5,5,13,7,4,4,7,19,3,4,3,4,5,1,-,1,3,13,1,3,1,-,2,-,-,-,-,5,343,Minekoke(ST),MMR016006
 Yes - a lot of difficulty,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,1,1,-,1,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,12,Minekoke(ST),MMR016006
 Yes - cannot see at all,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,Minekoke(ST),MMR016006
 Total,452,513,558,620,630,591,589,522,565,471,584,326,466,423,323,479,286,276,435,272,600,214,171,265,211,444,187,229,222,152,523,172,175,175,152,403,167,159,203,163,445,148,158,176,163,327,133,108,113,123,357,106,108,122,97,130,65,50,52,42,179,30,27,44,30,64,33,19,20,15,68,15,15,12,11,28,6,7,6,7,32,2,8,2,4,5,1,-,-,2,13,18096,Minekoke(ST),MMR016006
