Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2971,3055,3102,3369,3632,3486,3524,3628,3361,3592,3705,3476,3846,3908,3559,3457,2934,3009,3047,2651,3118,2493,2752,2696,2437,3037,2540,2556,2826,2418,3030,2294,2514,2626,2170,2949,2190,2209,2512,2261,2589,1818,2528,2168,1996,2466,1955,1767,1926,1695,2247,1657,1728,1916,1597,1922,1596,1364,1515,1263,1664,1139,1124,1196,1021,1215,776,765,527,357,650,340,429,455,440,708,404,295,365,228,379,230,252,212,173,207,100,70,81,55,186,172696,Letpadan,MMR008008
 Yes - some difficulty,2,1,3,2,3,1,5,3,6,8,4,3,8,7,6,8,7,4,11,4,3,8,8,6,5,8,6,5,4,6,11,10,4,7,10,8,12,12,9,22,28,23,31,33,37,64,70,63,63,81,82,71,97,95,76,120,93,101,102,88,135,104,101,124,108,146,102,93,76,38,128,64,70,91,70,129,84,71,77,43,110,66,69,78,57,68,43,31,21,24,61,4160,Letpadan,MMR008008
 Yes - a lot of difficulty,-,-,-,-,1,1,2,2,1,3,2,2,1,-,-,-,-,2,-,1,2,-,-,2,1,1,-,1,2,1,1,1,1,1,-,1,3,-,2,-,3,2,3,4,-,3,2,5,4,1,-,6,5,6,6,6,9,2,3,1,7,2,7,10,7,13,10,11,5,3,14,7,10,8,6,14,8,6,10,9,15,12,11,12,5,12,9,5,6,3,17,383,Letpadan,MMR008008
 Yes - cannot see at all,-,-,-,-,-,-,-,2,-,-,-,-,2,1,1,1,1,1,2,1,2,-,-,-,2,-,-,-,-,-,1,1,1,-,2,2,-,1,-,-,1,-,-,2,3,-,1,-,1,-,3,-,1,3,1,2,1,1,5,1,-,1,2,4,4,6,2,6,2,3,8,2,2,2,1,8,6,3,2,2,8,3,3,6,6,4,3,6,3,2,8,168,Letpadan,MMR008008
 Total,2973,3056,3105,3371,3636,3488,3531,3635,3368,3603,3711,3481,3857,3916,3566,3466,2942,3016,3060,2657,3125,2501,2760,2704,2445,3046,2546,2562,2832,2425,3043,2306,2520,2634,2182,2960,2205,2222,2523,2283,2621,1843,2562,2207,2036,2533,2028,1835,1994,1777,2332,1734,1831,2020,1680,2050,1699,1468,1625,1353,1806,1246,1234,1334,1140,1380,890,875,610,401,800,413,511,556,517,859,502,375,454,282,512,311,335,308,241,291,155,112,111,84,272,177407,Letpadan,MMR008008
