Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1750,1458,1588,1589,1683,1618,1473,1546,1693,1472,1661,1398,1493,1575,1458,1231,1265,1103,1244,919,1264,878,922,1026,981,1124,884,741,937,742,1231,718,776,742,736,918,633,638,716,512,900,442,557,617,668,765,442,428,508,397,735,309,408,356,422,345,328,230,307,180,408,173,174,149,223,216,152,142,126,119,240,41,104,91,103,99,60,47,53,41,96,30,31,32,37,37,12,8,15,11,96,58846,Putao,MMR001014
 Yes - some difficulty,2,2,-,2,1,1,-,2,3,3,3,2,3,1,2,2,3,3,2,4,1,-,2,4,5,6,2,4,6,5,8,2,6,4,6,6,8,5,8,5,24,12,23,31,34,36,33,25,42,49,91,36,52,41,62,48,46,41,37,45,85,30,36,29,55,51,50,33,35,37,68,16,35,30,31,43,22,13,19,21,41,9,13,8,17,9,3,2,5,10,49,1847,Putao,MMR001014
 Yes - a lot of difficulty,3,-,-,-,1,-,-,1,1,1,-,1,1,1,-,1,2,-,1,-,1,-,-,-,-,1,-,-,-,-,1,1,-,-,1,3,-,1,-,2,2,-,1,-,4,2,1,2,4,1,3,1,6,3,3,7,5,6,4,5,5,1,2,6,4,9,8,4,5,5,21,8,11,10,4,7,7,4,5,1,14,2,6,6,2,9,2,-,4,1,18,276,Putao,MMR001014
 Yes - cannot see at all,-,-,-,1,1,-,-,1,1,-,1,-,-,-,-,1,2,1,1,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-,1,-,1,1,-,-,4,-,2,-,3,-,-,2,2,2,4,1,-,1,-,1,-,2,3,-,-,-,1,1,1,-,4,4,2,1,4,-,1,3,2,3,1,2,2,-,5,4,3,1,2,2,2,-,-,-,12,106,Putao,MMR001014
 Total,1755,1460,1588,1592,1686,1619,1473,1550,1698,1476,1665,1401,1497,1577,1460,1235,1272,1107,1248,923,1266,878,925,1030,986,1131,886,745,943,748,1240,721,783,746,744,927,642,645,724,519,930,454,583,648,709,803,476,457,556,449,833,347,466,401,487,401,379,279,351,230,498,204,213,185,283,276,214,183,168,162,333,65,151,134,140,152,90,66,79,63,156,45,53,47,58,57,19,10,24,22,175,61075,Putao,MMR001014
