Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1450,1132,1435,1541,1480,1473,1428,1411,1284,1222,1268,1212,1235,1254,1232,1035,1068,1020,935,825,972,599,687,714,696,634,575,537,584,429,744,399,505,492,486,633,488,442,524,419,751,421,497,517,490,612,479,414,513,397,715,354,386,363,401,437,384,279,328,205,445,197,207,199,214,265,163,167,150,98,254,96,91,106,100,109,70,44,76,50,107,23,34,43,43,29,24,8,9,9,85,48957,Thantlang,MMR004003
 Yes - some difficulty,9,4,2,4,3,3,3,-,1,4,3,2,1,-,4,2,1,4,5,4,4,1,3,3,-,2,1,-,6,6,6,-,3,2,2,4,1,3,2,2,17,8,15,15,14,28,15,19,27,23,41,21,22,23,32,27,33,24,27,19,47,16,17,29,16,31,16,20,19,14,43,14,14,20,27,21,8,10,22,11,27,7,9,11,8,7,7,4,2,3,36,1096,Thantlang,MMR004003
 Yes - a lot of difficulty,1,-,-,-,2,1,-,3,-,1,-,-,-,-,1,1,2,-,2,2,3,-,-,-,1,2,-,-,-,1,1,-,3,-,1,2,-,1,2,-,3,1,2,2,4,2,3,2,7,6,5,-,8,5,4,5,2,7,5,2,10,1,3,3,1,8,2,7,4,5,8,4,6,7,6,6,2,1,3,4,10,-,2,7,6,4,1,3,1,-,20,253,Thantlang,MMR004003
 Yes - cannot see at all,-,-,1,-,-,-,-,-,1,-,1,1,1,-,-,1,-,-,1,-,1,-,-,-,1,2,-,-,-,-,1,1,-,1,1,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,2,-,-,1,-,1,-,1,-,1,1,2,3,2,-,-,1,2,3,2,1,2,3,2,1,1,1,3,-,1,2,-,3,-,1,1,2,4,68,Thantlang,MMR004003
 Total,1460,1136,1438,1545,1485,1477,1431,1414,1286,1227,1272,1215,1237,1254,1237,1039,1071,1024,943,831,980,600,690,717,698,640,576,537,590,436,752,400,511,495,490,639,489,446,528,421,771,430,514,535,508,644,497,435,547,426,761,375,416,393,437,469,420,310,361,226,503,214,228,232,233,307,183,194,173,118,307,117,113,134,135,139,82,56,102,66,147,30,46,63,57,43,32,16,13,14,145,50374,Thantlang,MMR004003
