Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,379,404,384,432,510,418,469,516,559,586,516,516,525,538,489,468,507,444,408,388,459,365,372,377,432,424,429,450,506,475,532,470,522,500,404,587,487,481,510,440,581,501,542,575,487,577,493,454,473,453,509,382,466,455,423,426,351,351,313,293,335,246,274,287,258,242,218,205,163,150,148,121,130,120,115,146,93,98,91,67,67,56,36,36,46,38,25,14,13,14,35,31670,Kyaukhtu(ST),MMR009025
 Yes - some difficulty,-,-,2,-,1,-,-,-,3,1,4,2,1,1,3,1,1,2,2,4,1,1,1,1,2,6,1,2,1,2,4,3,3,1,2,8,2,10,2,6,7,9,14,18,17,18,19,23,26,23,26,26,30,24,29,24,23,19,22,15,22,12,16,28,26,35,22,25,14,20,23,13,42,23,24,33,26,22,22,13,16,11,10,12,12,11,6,5,8,1,5,1057,Kyaukhtu(ST),MMR009025
 Yes - a lot of difficulty,1,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-,1,1,1,-,2,1,-,1,3,-,1,2,2,1,1,1,3,2,2,1,-,8,2,4,3,3,3,2,2,4,1,2,4,6,2,1,1,1,-,4,91,Kyaukhtu(ST),MMR009025
 Yes - cannot see at all,-,-,-,1,1,-,1,-,1,-,-,-,1,1,-,1,-,-,2,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,1,-,1,-,1,-,-,-,1,1,-,-,2,-,1,-,-,1,-,2,-,-,1,-,1,3,-,2,2,1,-,-,1,1,-,-,2,6,47,Kyaukhtu(ST),MMR009025
 Total,380,404,386,433,512,418,470,518,563,587,520,518,528,540,492,470,508,446,412,392,460,366,374,379,435,431,431,453,507,478,536,473,525,501,407,595,491,491,512,446,588,510,557,593,504,596,514,478,499,476,535,409,497,481,452,453,375,371,336,311,357,260,293,317,285,280,241,234,179,172,173,134,182,145,143,183,122,124,118,82,89,70,49,52,64,52,33,20,22,17,50,32865,Kyaukhtu(ST),MMR009025
