Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2320,2392,2497,2856,2989,2889,3126,2916,2774,3027,2978,2895,3058,3280,3084,2797,2384,2543,2530,2196,2724,2197,2324,2245,2158,2536,2035,2222,2536,2075,2658,2069,2211,2362,1831,2608,1835,1921,2202,1956,2225,1507,2326,1853,1748,2174,1717,1568,1829,1434,1961,1376,1554,1709,1394,1649,1332,1235,1269,1029,1427,876,836,983,846,1014,654,696,470,336,550,328,386,383,364,625,355,240,329,155,295,162,169,166,155,145,93,69,42,30,167,146471,Tharyarwaddy,MMR008007
 Yes - some difficulty,3,3,4,3,3,3,3,6,4,1,4,8,5,5,10,7,6,5,6,5,5,5,10,7,5,4,7,4,7,4,8,11,20,11,10,9,7,10,23,18,32,29,44,62,65,80,72,69,87,74,101,85,85,95,74,114,86,74,103,62,116,81,80,87,90,146,84,92,61,39,104,63,84,85,78,142,80,57,106,35,96,43,59,68,40,57,45,30,11,20,63,4014,Tharyarwaddy,MMR008007
 Yes - a lot of difficulty,1,1,3,2,-,3,1,1,3,-,2,1,1,-,6,2,-,2,1,1,-,2,-,2,1,2,2,1,2,2,3,-,-,-,-,2,2,1,2,3,6,2,2,-,3,4,1,5,2,2,4,5,-,8,2,7,6,6,9,5,11,3,8,11,6,19,12,10,15,6,11,1,9,15,6,17,14,9,14,10,22,8,14,13,6,7,12,1,4,2,21,454,Tharyarwaddy,MMR008007
 Yes - cannot see at all,-,1,-,-,1,-,-,1,-,-,1,-,2,2,1,1,-,-,1,-,2,-,-,1,1,3,2,1,-,1,-,1,-,1,2,1,-,1,-,1,-,-,1,1,-,1,-,1,2,-,4,1,2,3,-,1,1,3,2,2,5,3,4,3,3,3,1,3,1,2,2,3,3,2,8,6,3,2,10,5,9,2,1,8,5,3,2,-,1,2,6,165,Tharyarwaddy,MMR008007
 Total,2324,2397,2504,2861,2993,2895,3130,2924,2781,3028,2985,2904,3066,3287,3101,2807,2390,2550,2538,2202,2731,2204,2334,2255,2165,2545,2046,2228,2545,2082,2669,2081,2231,2374,1843,2620,1844,1933,2227,1978,2263,1538,2373,1916,1816,2259,1790,1643,1920,1510,2070,1467,1641,1815,1470,1771,1425,1318,1383,1098,1559,963,928,1084,945,1182,751,801,547,383,667,395,482,485,456,790,452,308,459,205,422,215,243,255,206,212,152,100,58,54,257,151104,Tharyarwaddy,MMR008007
