Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1530,1532,1559,1607,1794,1526,1695,1848,1923,1843,1992,2144,2310,2765,2889,2902,3001,3102,3588,3387,3790,3246,3156,3126,2953,3077,2672,2708,2925,2650,3267,2464,2525,2468,2204,2567,2236,2094,2483,2177,2746,2019,2573,2347,2316,2546,2353,2293,2438,2230,2322,1854,2108,2009,1967,1918,1694,1590,1593,1363,1563,1039,1164,1092,958,1114,852,882,727,560,701,430,473,518,484,635,500,382,411,266,394,257,246,291,245,204,161,139,109,83,282,159166,South Okkalapa,MMR013011
 Yes - some difficulty,-,-,-,-,1,-,2,1,1,1,-,3,4,1,5,6,6,6,5,4,4,1,4,2,1,6,2,4,2,3,6,5,1,-,2,6,4,3,4,2,13,14,8,20,19,20,24,24,21,24,28,26,32,34,30,40,27,27,35,23,49,25,30,36,36,40,28,45,42,31,40,33,30,26,32,60,51,37,36,27,49,37,39,25,31,40,25,20,12,17,72,1698,South Okkalapa,MMR013011
 Yes - a lot of difficulty,35,5,-,-,-,-,-,-,2,1,-,1,1,1,1,1,-,-,-,1,-,-,1,1,2,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,1,-,1,3,-,1,1,1,1,-,1,2,3,-,1,3,-,3,4,2,1,-,3,4,1,4,1,3,1,2,2,2,5,5,8,4,5,4,7,7,3,2,1,7,1,4,2,1,14,188,South Okkalapa,MMR013011
 Yes - cannot see at all,-,1,-,-,-,-,-,-,1,3,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,1,1,1,1,2,-,1,1,2,-,-,2,1,1,2,3,1,2,-,-,1,1,1,-,1,3,1,-,-,3,-,1,6,3,-,1,-,2,1,1,1,1,2,1,1,-,1,6,74,South Okkalapa,MMR013011
 Total,1565,1538,1559,1607,1795,1526,1697,1849,1927,1848,1992,2148,2315,2767,2895,2909,3008,3109,3593,3393,3794,3247,3161,3129,2956,3083,2675,2713,2927,2654,3273,2469,2527,2469,2207,2574,2240,2097,2487,2180,2759,2033,2582,2368,2337,2570,2378,2320,2460,2256,2352,1882,2141,2045,2002,1959,1723,1622,1631,1390,1618,1066,1195,1129,998,1159,881,932,773,595,742,465,508,546,522,706,562,423,453,297,452,302,289,319,278,253,188,164,123,102,374,161126,South Okkalapa,MMR013011
