Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3818,3720,3852,3999,4282,4316,4417,4244,3912,3965,4406,4318,4450,4640,4284,4011,3655,3509,3900,3279,3954,3171,3442,3499,3107,4134,3179,3343,3602,3199,3995,3152,3291,3425,2785,3852,2886,2809,3298,2744,3152,2214,3182,2583,2470,2980,2349,2312,2479,2158,2513,1842,1985,2102,1839,2218,1673,1487,1583,1208,1652,1099,1157,1168,995,1121,777,787,623,436,648,373,463,471,389,634,341,326,330,197,287,175,178,150,144,146,99,69,63,49,174,207694,Nyaungdon,MMR017021
 Yes - some difficulty,18,9,5,6,6,4,7,8,6,6,11,7,8,10,6,17,7,8,12,12,6,10,9,13,12,17,12,18,18,18,22,16,19,29,16,32,23,30,40,41,58,69,92,80,107,168,144,134,162,154,146,157,173,143,163,187,154,162,170,148,188,134,165,186,143,185,136,180,136,97,200,103,117,140,161,256,122,113,149,81,138,85,88,85,76,76,48,19,23,20,101,7096,Nyaungdon,MMR017021
 Yes - a lot of difficulty,8,1,2,1,2,4,2,1,2,6,2,3,4,3,4,2,1,-,3,2,4,-,-,1,3,4,2,3,2,1,3,4,4,5,5,1,2,2,3,4,3,1,5,3,5,6,7,10,7,3,7,9,5,6,8,11,10,16,9,5,15,7,12,18,14,28,21,21,20,12,23,10,19,20,22,38,18,16,24,20,43,24,29,20,14,14,16,13,9,9,29,840,Nyaungdon,MMR017021
 Yes - cannot see at all,5,-,2,2,1,-,2,2,1,-,3,-,-,-,1,-,-,1,3,2,1,-,-,2,2,-,-,-,1,2,2,-,-,-,2,4,1,1,-,2,1,-,1,1,1,-,2,-,-,2,-,2,9,2,1,2,5,3,3,1,4,6,4,5,5,7,2,6,4,3,5,5,4,4,2,11,3,8,6,3,5,4,9,6,7,8,2,4,5,9,39,276,Nyaungdon,MMR017021
 Total,3849,3730,3861,4008,4291,4324,4428,4255,3921,3977,4422,4328,4462,4653,4295,4030,3663,3518,3918,3295,3965,3181,3451,3515,3124,4155,3193,3364,3623,3220,4022,3172,3314,3459,2808,3889,2912,2842,3341,2791,3214,2284,3280,2667,2583,3154,2502,2456,2648,2317,2666,2010,2172,2253,2011,2418,1842,1668,1765,1362,1859,1246,1338,1377,1157,1341,936,994,783,548,876,491,603,635,574,939,484,463,509,301,473,288,304,261,241,244,165,105,100,87,343,215906,Nyaungdon,MMR017021
