Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2706,3243,3194,3570,3783,3374,3804,3768,3502,3480,3636,3451,3878,4022,3921,3606,2969,3242,3364,2963,3483,2841,2941,2796,2492,3041,2418,2625,2835,2412,3209,2443,2753,2564,2328,3081,2426,2457,2846,2264,3129,1925,2611,2522,2053,2917,2175,2080,2435,1928,2617,1864,2128,2030,1841,2167,1922,1747,1705,1188,1945,1196,1344,1336,1049,1520,900,1044,870,597,981,566,732,753,537,957,530,402,515,246,387,251,321,263,246,294,229,148,99,77,361,187411,Mudon,MMR011005
 Yes - some difficulty,3,2,1,1,2,3,4,2,2,3,1,5,2,4,7,5,6,5,7,8,3,3,3,3,7,9,4,8,8,11,12,4,8,8,13,11,8,7,14,13,12,20,30,41,26,49,44,46,49,36,75,55,57,63,59,89,63,69,76,52,73,46,68,73,57,87,57,59,71,43,73,55,68,60,62,94,66,46,66,27,65,47,63,43,45,45,29,34,27,19,82,2991,Mudon,MMR011005
 Yes - a lot of difficulty,-,-,-,-,1,-,-,-,2,1,1,-,1,1,1,-,3,1,1,1,-,-,-,1,-,2,-,2,-,-,-,-,1,-,1,-,-,2,1,-,1,1,-,4,1,2,1,-,2,3,3,3,1,3,-,5,4,2,3,3,5,3,-,-,4,5,5,7,4,-,5,3,3,4,6,10,7,2,6,4,7,2,4,8,5,6,6,5,4,2,19,217,Mudon,MMR011005
 Yes - cannot see at all,-,2,3,1,-,-,-,1,-,2,4,-,2,-,1,1,-,-,-,2,2,1,4,-,-,1,1,-,2,-,2,1,1,-,-,-,-,-,-,-,-,2,1,1,1,2,1,-,1,-,-,1,-,3,-,1,2,-,-,-,-,1,3,3,2,-,1,1,2,2,3,2,-,1,1,1,3,-,4,2,1,1,-,2,3,3,2,2,2,2,18,118,Mudon,MMR011005
 Total,2709,3247,3198,3572,3786,3377,3808,3771,3506,3486,3642,3456,3883,4027,3930,3612,2978,3248,3372,2974,3488,2845,2948,2800,2499,3053,2423,2635,2845,2423,3223,2448,2763,2572,2342,3092,2434,2466,2861,2277,3142,1948,2642,2568,2081,2970,2221,2126,2487,1967,2695,1923,2186,2099,1900,2262,1991,1818,1784,1243,2023,1246,1415,1412,1112,1612,963,1111,947,642,1062,626,803,818,606,1062,606,450,591,279,460,301,388,316,299,348,266,189,132,100,480,190737,Mudon,MMR011005
