Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,785,832,787,859,860,755,869,904,900,957,983,868,877,925,869,865,735,805,819,677,808,664,681,713,739,883,827,861,860,895,1057,804,889,958,746,1087,950,896,858,725,944,848,1090,798,777,1011,873,890,883,815,1005,691,731,676,670,743,574,528,551,494,701,409,426,443,489,502,450,448,326,290,366,217,299,234,251,363,172,174,156,149,203,93,107,96,67,90,54,47,31,29,89,57195,Mindon,MMR009014
 Yes - some difficulty,5,2,-,1,2,1,2,6,1,-,1,3,1,1,2,5,4,5,-,1,1,2,1,1,2,1,3,2,5,8,3,6,3,3,6,12,5,10,8,11,14,15,21,20,23,37,37,29,40,25,46,30,36,42,42,50,36,41,23,33,49,25,39,52,49,59,62,53,32,42,62,40,48,44,39,74,29,36,33,21,53,20,22,25,18,19,18,14,6,8,26,1893,Mindon,MMR009014
 Yes - a lot of difficulty,-,-,-,-,1,-,-,-,1,-,1,1,1,1,-,2,1,1,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,3,1,2,2,4,3,1,-,2,1,-,2,1,3,5,2,2,2,2,1,4,3,3,6,4,4,7,5,9,2,5,7,5,6,5,4,2,3,9,3,9,5,2,3,5,4,1,2,4,186,Mindon,MMR009014
 Yes - cannot see at all,-,-,1,3,-,-,1,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,3,1,2,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,1,-,1,-,1,1,-,-,1,-,3,1,-,3,-,2,2,-,-,2,4,-,1,1,1,2,3,3,2,4,4,-,3,1,3,1,2,3,1,-,8,83,Mindon,MMR009014
 Total,790,834,788,863,863,756,872,910,902,957,985,872,879,927,871,872,741,811,820,679,809,666,683,717,742,887,831,863,865,903,1061,811,892,961,752,1099,956,906,866,736,958,866,1114,819,802,1050,914,922,925,840,1054,722,768,720,714,797,615,571,577,529,755,436,469,501,541,569,518,505,365,339,441,259,353,286,296,445,209,217,193,177,269,116,141,127,90,113,79,68,39,39,127,59357,Mindon,MMR009014
