Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3658,3731,3596,3843,3877,3570,3677,3969,3727,3867,3859,3621,3835,3647,3104,3086,3070,3119,3401,2982,3366,2771,2693,2836,2474,2712,2224,2419,2698,2386,2666,1941,2138,2187,1985,2169,1783,1723,1798,1564,1943,1369,1881,1665,1548,1759,1247,1253,1259,1134,1530,982,1043,1184,1147,1221,953,831,727,624,929,457,531,472,450,498,335,299,252,172,356,151,217,166,142,193,107,102,102,59,107,53,83,47,56,57,39,29,18,25,63,149639,Hsihseng,MMR014004
 Yes - some difficulty,9,2,3,4,2,4,6,5,6,6,9,7,6,4,6,9,6,12,10,9,10,5,4,8,4,6,3,12,10,12,17,10,9,9,17,14,10,24,22,11,42,26,42,37,47,60,55,64,80,67,104,63,77,99,94,91,121,79,78,82,103,59,83,79,83,81,68,49,49,34,69,36,45,51,56,57,27,26,32,33,39,14,14,12,10,13,6,12,4,4,10,3008,Hsihseng,MMR014004
 Yes - a lot of difficulty,2,-,-,2,1,1,1,-,-,1,2,1,-,-,-,2,2,-,2,-,4,-,-,-,1,-,-,-,2,1,1,1,1,-,-,2,-,-,2,1,4,1,1,1,2,5,2,3,2,3,3,2,1,5,6,2,5,6,7,2,2,3,4,9,4,5,5,8,7,2,6,7,6,9,5,10,4,5,3,4,9,2,2,3,6,2,3,4,5,2,7,249,Hsihseng,MMR014004
 Yes - cannot see at all,25,16,10,-,-,2,1,1,1,1,1,1,-,1,-,-,-,-,2,-,1,1,1,-,2,1,-,1,1,-,3,-,-,1,2,-,1,-,-,1,2,-,1,-,-,-,2,3,-,-,-,-,-,-,1,1,1,-,-,1,2,-,-,-,2,3,1,1,-,1,4,1,5,6,1,-,1,-,-,1,7,1,1,-,3,2,-,-,-,2,1,136,Hsihseng,MMR014004
 Total,3694,3749,3609,3849,3880,3577,3685,3975,3734,3875,3871,3630,3841,3652,3110,3097,3078,3131,3415,2991,3381,2777,2698,2844,2481,2719,2227,2432,2711,2399,2687,1952,2148,2197,2004,2185,1794,1747,1822,1577,1991,1396,1925,1703,1597,1824,1306,1323,1341,1204,1637,1047,1121,1288,1248,1315,1080,916,812,709,1036,519,618,560,539,587,409,357,308,209,435,195,273,232,204,260,139,133,137,97,162,70,100,62,75,74,48,45,27,33,81,153032,Hsihseng,MMR014004
