Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1331,1383,1366,1425,1648,1494,1622,1569,1473,1652,1660,1645,1605,1688,1705,1605,1523,1729,1674,1551,1760,1702,1555,1627,1641,2019,1708,1818,1843,1917,2150,1865,1939,1883,1652,2048,1544,1474,1567,1393,1652,1476,1685,1326,1411,1737,1491,1334,1399,1169,1504,1105,1156,1271,1079,1251,894,899,895,812,962,624,711,632,593,732,567,638,387,317,482,279,349,328,250,391,213,195,230,163,243,150,168,128,77,126,59,46,41,29,140,102249,Thayet,MMR009012
 Yes - some difficulty,4,-,-,1,2,-,1,2,3,2,2,1,3,2,3,-,2,1,2,-,-,1,2,2,4,1,5,4,1,6,4,5,4,6,6,5,5,5,7,8,7,9,15,22,15,25,22,26,24,16,35,36,26,25,27,39,22,25,30,34,32,30,37,38,35,50,40,42,31,42,58,42,47,41,44,70,25,33,40,41,53,33,37,29,16,35,12,13,18,11,35,1702,Thayet,MMR009012
 Yes - a lot of difficulty,2,-,2,1,-,2,1,-,-,1,1,-,2,-,2,-,-,1,-,3,-,-,-,-,-,1,-,-,-,1,-,-,1,1,-,-,-,1,-,-,1,-,1,2,1,1,1,3,1,-,5,3,-,2,1,4,5,3,1,2,7,2,1,3,3,5,5,5,3,4,9,2,5,6,6,5,4,6,3,4,7,5,6,7,6,4,6,4,4,1,14,212,Thayet,MMR009012
 Yes - cannot see at all,1,-,2,1,-,2,1,2,1,1,1,1,-,-,1,-,-,-,1,-,1,1,1,2,-,1,-,2,2,1,2,-,2,-,-,1,1,1,1,-,-,1,2,-,1,1,1,2,1,1,1,1,-,1,2,7,-,2,2,2,3,1,1,-,-,3,5,7,3,5,2,2,5,7,4,8,3,3,3,7,11,3,3,2,1,5,3,1,5,2,14,184,Thayet,MMR009012
 Total,1338,1383,1370,1428,1650,1498,1625,1573,1477,1656,1664,1647,1610,1690,1711,1605,1525,1731,1677,1554,1761,1704,1558,1631,1645,2022,1713,1824,1846,1925,2156,1870,1946,1890,1658,2054,1550,1481,1575,1401,1660,1486,1703,1350,1428,1764,1515,1365,1425,1186,1545,1145,1182,1299,1109,1301,921,929,928,850,1004,657,750,673,631,790,617,692,424,368,551,325,406,382,304,474,245,237,276,215,314,191,214,166,100,170,80,64,68,43,203,104347,Thayet,MMR009012
