Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3117,3105,3395,3664,4117,3688,4243,4521,4139,4280,4557,4379,4701,4889,4389,4068,3776,3891,3877,3152,3960,3016,2899,3014,2803,3697,2852,3083,3184,2943,3663,2688,3189,3037,2478,3863,2555,2907,3166,2765,3585,2221,3028,2912,2427,3754,2434,2537,2506,2084,2890,1958,1993,2270,1824,2430,1683,1793,1724,1496,2234,1383,1536,1554,1304,1799,1001,1220,914,684,1299,529,669,685,504,1003,414,448,485,279,555,262,270,257,200,286,125,114,85,54,300,211711,Taungtha,MMR010018
 Yes - some difficulty,10,5,9,4,5,2,2,3,-,7,4,3,5,4,4,7,8,3,3,3,3,3,2,4,6,3,3,3,8,1,10,10,6,7,6,20,5,12,19,9,28,12,40,33,41,69,60,50,75,60,79,65,68,75,62,88,81,67,65,64,136,82,99,106,112,156,88,105,113,79,173,85,106,118,61,198,71,103,90,57,118,55,74,54,52,66,31,33,20,16,64,4134,Taungtha,MMR010018
 Yes - a lot of difficulty,12,1,1,1,-,-,3,3,2,-,1,-,1,-,1,-,-,2,-,1,2,1,-,-,1,1,-,-,2,-,4,1,1,-,-,3,3,3,-,3,3,3,1,-,3,2,1,1,3,2,10,7,4,3,2,11,8,5,6,7,16,5,9,8,8,8,13,15,16,10,19,7,10,10,6,26,10,10,21,4,24,5,10,11,10,13,7,7,3,1,27,485,Taungtha,MMR010018
 Yes - cannot see at all,3,2,1,1,1,-,3,-,1,2,1,-,1,1,1,1,3,-,-,-,-,2,1,1,-,1,-,-,-,-,-,1,1,3,-,-,1,-,2,3,1,2,-,1,3,1,3,1,2,1,2,3,2,3,-,4,1,3,3,3,4,4,5,3,6,13,1,4,6,4,13,2,10,7,6,11,6,10,5,3,18,6,10,11,15,14,4,6,7,-,21,312,Taungtha,MMR010018
 Total,3142,3113,3406,3670,4123,3690,4251,4527,4142,4289,4563,4382,4708,4894,4395,4076,3787,3896,3880,3156,3965,3022,2902,3019,2810,3702,2855,3086,3194,2944,3677,2700,3197,3047,2484,3886,2564,2922,3187,2780,3617,2238,3069,2946,2474,3826,2498,2589,2586,2147,2981,2033,2067,2351,1888,2533,1773,1868,1798,1570,2390,1474,1649,1671,1430,1976,1103,1344,1049,777,1504,623,795,820,577,1238,501,571,601,343,715,328,364,333,277,379,167,160,115,71,412,216642,Taungtha,MMR010018
