Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2761,2724,2825,3143,3202,2976,3387,3592,3619,3452,3609,3388,3866,4111,3737,3462,3186,3399,3582,3013,3404,2607,2725,2704,2466,2727,2350,2345,2534,2213,3038,2053,2478,2386,2002,2607,2128,2177,2436,1966,2523,1740,2312,2047,1786,2299,1532,1542,1627,1269,1803,1178,1432,1327,1225,1402,1103,1088,972,838,1197,674,798,756,672,786,562,586,370,295,478,249,291,327,301,451,238,247,223,146,245,128,145,126,111,116,83,43,42,34,157,158302,Mohnyin,MMR001007
 Yes - some difficulty,10,2,2,-,1,6,1,1,3,-,2,3,4,10,3,6,7,3,3,3,2,7,4,7,4,5,5,2,5,8,9,3,8,4,11,3,9,11,12,10,20,19,29,24,35,33,24,37,47,41,54,42,48,57,38,73,44,41,51,33,64,41,42,48,48,61,41,45,40,29,70,15,49,37,33,52,30,38,41,21,40,22,23,19,17,22,9,6,14,9,33,2048,Mohnyin,MMR001007
 Yes - a lot of difficulty,4,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,1,1,1,-,-,1,1,-,-,1,-,1,2,-,-,1,-,2,1,-,1,-,-,2,-,-,-,-,1,4,-,2,1,-,3,2,1,5,2,-,4,3,3,2,1,4,6,5,2,1,6,2,3,-,1,4,2,5,2,4,5,3,6,1,3,4,5,3,3,4,2,-,14,157,Mohnyin,MMR001007
 Yes - cannot see at all,-,-,-,2,1,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,1,-,-,-,1,-,-,-,-,-,-,1,1,2,-,2,1,-,-,2,1,-,2,-,-,1,1,-,1,-,1,-,1,1,-,-,3,2,2,1,1,4,3,2,1,1,1,-,3,1,3,3,1,3,-,1,4,1,1,2,3,2,2,2,-,2,2,-,-,-,8,91,Mohnyin,MMR001007
 Total,2775,2726,2827,3145,3204,2983,3388,3593,3622,3452,3611,3391,3870,4123,3740,3468,3194,3402,3588,3017,3408,2614,2729,2712,2472,2732,2355,2348,2539,2222,3049,2057,2487,2393,2013,2614,2139,2188,2449,1978,2544,1761,2343,2071,1821,2333,1558,1583,1675,1312,1859,1220,1484,1387,1264,1480,1152,1131,1029,875,1265,721,844,810,727,853,606,632,419,327,554,267,342,371,336,509,274,290,270,172,294,153,173,151,133,143,97,53,58,43,212,160598,Mohnyin,MMR001007
