Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1775,1736,1944,2136,2118,2193,2168,2311,1948,2090,2383,2136,2374,2433,2205,2118,1833,2077,2135,1777,2373,1737,1763,1801,1612,2266,1597,1800,1910,1680,2435,1415,1785,1787,1417,2623,1449,1793,1739,1393,2461,1218,1812,1670,1300,2307,1387,1607,1552,1184,1868,1205,1266,1256,1072,1629,938,1026,968,787,1264,638,859,955,684,1174,530,755,513,353,737,267,372,392,288,669,255,274,299,141,327,151,145,154,113,143,63,68,50,45,149,119605,Ngazun,MMR010021
 Yes - some difficulty,3,-,1,2,2,4,3,2,2,3,1,2,-,5,3,6,3,6,5,7,1,2,6,5,2,4,2,4,4,4,6,4,6,5,12,11,9,11,9,15,23,12,23,37,35,74,47,49,55,55,78,51,71,76,60,109,70,78,72,59,137,85,103,104,85,170,81,100,93,75,176,77,86,98,69,172,70,80,98,49,126,53,61,56,37,65,27,34,25,17,62,3887,Ngazun,MMR010021
 Yes - a lot of difficulty,-,-,-,-,-,1,-,-,-,1,2,1,-,1,1,-,1,1,-,-,-,-,2,-,-,1,-,1,1,2,-,3,1,1,-,1,1,3,-,2,1,2,4,-,4,-,2,3,2,3,4,4,3,3,2,2,2,5,6,2,9,14,8,8,11,12,7,10,13,5,13,4,3,11,10,30,13,11,15,7,23,8,11,11,9,14,-,7,5,3,21,408,Ngazun,MMR010021
 Yes - cannot see at all,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,2,1,1,-,-,1,-,-,1,-,-,-,2,-,-,-,-,-,-,1,-,-,1,2,1,-,2,2,-,2,2,3,-,-,4,2,-,4,3,5,2,2,3,1,5,1,7,4,5,8,6,10,6,8,18,9,11,9,-,20,4,9,11,8,10,4,8,14,8,16,11,10,4,6,29,333,Ngazun,MMR010021
 Total,1779,1736,1945,2138,2120,2198,2171,2313,1950,2094,2387,2139,2374,2440,2209,2125,1839,2085,2141,1784,2374,1740,1771,1806,1615,2271,1599,1805,1917,1686,2441,1422,1792,1793,1429,2636,1459,1807,1749,1412,2486,1232,1841,1709,1339,2383,1438,1662,1609,1242,1954,1262,1340,1339,1137,1745,1012,1111,1049,849,1415,738,977,1071,785,1364,624,875,625,441,944,357,472,510,367,891,342,374,423,205,486,216,225,235,167,238,101,119,84,71,261,124233,Ngazun,MMR010021
