Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4087,4388,4865,5004,5350,5018,5434,5285,5282,5362,5955,5404,6214,6036,5657,5065,4381,4191,4326,3538,3909,3173,3303,3293,2874,3498,2891,3047,3240,2762,3788,2834,3116,3183,2693,3590,2849,2864,3286,2726,3645,2365,3240,2852,2609,3576,2584,2467,2816,2239,3042,2041,2515,2437,2088,2596,2030,1823,1801,1395,2280,1126,1329,1320,1182,1475,988,989,737,518,999,451,481,560,455,763,407,308,376,209,372,198,199,220,147,212,120,99,86,39,276,232843,Thaton,MMR011007
 Yes - some difficulty,17,9,3,2,2,2,4,7,6,10,11,9,13,6,8,14,7,10,11,10,8,2,11,3,9,15,14,13,9,11,12,9,12,15,16,21,14,23,24,21,32,31,55,52,52,72,81,72,95,73,133,84,117,98,97,150,116,100,108,81,167,80,100,112,100,152,92,110,81,68,159,53,63,89,75,136,76,75,85,39,112,41,57,40,28,47,26,20,23,15,83,4526,Thaton,MMR011007
 Yes - a lot of difficulty,9,2,1,2,1,1,1,1,5,1,-,2,2,3,-,2,2,2,1,-,2,1,1,1,2,1,1,-,-,-,1,2,-,1,2,1,-,3,3,4,3,3,2,2,1,3,2,4,4,3,16,1,6,5,6,7,8,6,9,4,12,9,7,8,14,21,13,8,3,4,25,5,10,12,11,16,10,9,15,6,20,10,10,13,10,13,10,12,5,-,27,507,Thaton,MMR011007
 Yes - cannot see at all,5,2,1,3,-,-,2,2,-,-,1,-,2,1,1,2,4,-,2,-,2,-,2,3,1,1,1,-,1,1,2,-,1,1,2,3,-,1,1,1,1,-,1,-,1,2,2,-,2,-,3,2,3,2,5,2,4,2,2,1,3,2,2,2,2,6,1,7,5,4,6,4,7,4,7,8,4,4,3,2,11,5,4,3,4,11,5,2,4,1,10,230,Thaton,MMR011007
 Total,4118,4401,4870,5011,5353,5021,5441,5295,5293,5373,5967,5415,6231,6046,5666,5083,4394,4203,4340,3548,3921,3176,3317,3300,2886,3515,2907,3060,3250,2774,3803,2845,3129,3200,2713,3615,2863,2891,3314,2752,3681,2399,3298,2906,2663,3653,2669,2543,2917,2315,3194,2128,2641,2542,2196,2755,2158,1931,1920,1481,2462,1217,1438,1442,1298,1654,1094,1114,826,594,1189,513,561,665,548,923,497,396,479,256,515,254,270,276,189,283,161,133,118,55,396,238106,Thaton,MMR011007
