Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2374,2474,2365,2771,2964,2994,2810,3008,2911,3163,3107,3005,3067,3316,3108,2832,2590,2520,2658,2317,2673,2379,2389,2547,2259,2811,2486,2604,2781,2507,3002,2264,2480,2712,2247,2798,2357,2319,2696,2317,2650,1834,2332,2222,1954,2299,1949,1834,2061,1702,1800,1441,1641,1673,1303,1678,1261,1215,1214,950,1287,873,857,958,774,949,733,747,515,407,594,292,317,359,340,543,268,233,275,156,220,132,166,141,134,136,76,63,58,40,143,154781,Thongwa,MMR013025
 Yes - some difficulty,4,2,-,1,1,1,3,5,1,4,5,2,6,4,4,4,7,3,7,3,1,2,3,3,3,9,3,2,8,5,7,7,7,4,6,10,7,11,15,10,22,22,39,37,31,63,32,51,60,71,47,54,53,53,53,80,64,50,62,58,82,66,63,64,58,89,75,88,65,50,74,40,44,51,60,72,46,47,59,27,61,28,41,26,30,46,29,14,12,8,39,2746,Thongwa,MMR013025
 Yes - a lot of difficulty,2,-,1,1,-,1,1,-,2,1,1,3,-,-,2,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,1,2,1,-,-,2,1,-,1,-,2,2,2,1,1,1,-,1,2,2,3,4,3,3,6,3,4,8,8,7,3,4,3,4,6,6,6,9,13,7,1,14,7,3,3,4,2,2,9,2,6,1,-,15,223,Thongwa,MMR013025
 Yes - cannot see at all,-,1,2,-,1,-,-,1,-,2,-,-,2,-,-,-,-,-,-,-,-,1,-,-,1,1,1,-,1,-,1,-,-,-,-,-,1,-,-,2,2,-,-,-,1,3,-,1,1,1,-,2,1,1,-,3,3,2,1,-,2,1,1,1,3,2,2,4,1,1,2,2,1,2,1,4,2,3,8,1,7,2,1,4,5,1,3,2,5,3,9,126,Thongwa,MMR013025
 Total,2380,2477,2368,2773,2966,2996,2814,3014,2914,3170,3113,3010,3075,3320,3114,2836,2597,2523,2665,2322,2674,2384,2392,2550,2263,2821,2490,2606,2790,2512,3011,2271,2487,2716,2255,2808,2365,2331,2713,2330,2674,1856,2373,2260,1986,2366,1981,1888,2124,1776,1848,1498,1696,1727,1357,1763,1330,1270,1281,1011,1374,946,924,1027,843,1048,817,842,585,461,674,340,368,418,410,632,323,284,356,191,291,165,212,173,171,192,110,85,76,51,206,157876,Thongwa,MMR013025
