Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2072,2303,2215,2504,2478,2404,2538,2679,2474,2395,2592,2387,2534,2622,2439,2200,1863,1765,2037,1639,1966,1558,1744,1607,1429,1763,1305,1424,1495,1280,1746,1263,1402,1497,1240,1588,1152,1279,1378,1132,1602,1002,1426,1267,1046,1418,1004,941,1021,816,1188,730,899,956,768,1017,732,639,662,470,894,398,505,489,385,547,306,335,249,125,386,124,188,199,129,225,102,88,129,54,162,40,70,55,66,81,31,32,27,17,85,101515,Kyarinseikkyi,MMR003007
 Yes - some difficulty,4,17,19,3,6,3,2,2,7,2,2,10,6,11,3,9,15,11,7,5,7,7,5,4,7,5,13,14,9,7,14,12,8,10,10,16,11,12,28,20,40,37,59,68,75,75,70,78,101,90,130,96,120,148,100,154,116,105,119,84,157,83,106,116,101,132,92,98,77,37,130,53,79,74,72,129,52,50,76,26,94,29,46,34,34,45,17,14,10,13,57,4361,Kyarinseikkyi,MMR003007
 Yes - a lot of difficulty,12,2,-,1,2,-,-,-,-,1,1,1,-,-,-,1,2,-,2,1,1,2,2,-,-,1,-,1,2,-,1,1,2,1,1,1,-,-,3,2,2,-,2,4,3,7,1,2,4,-,1,5,8,3,4,14,8,9,7,7,12,7,12,8,5,6,5,11,7,4,15,8,11,15,8,16,8,8,9,6,20,6,5,10,7,8,12,5,2,2,22,418,Kyarinseikkyi,MMR003007
 Yes - cannot see at all,1,-,-,-,-,1,-,-,-,-,1,-,1,-,-,2,1,1,1,1,3,2,6,-,1,-,-,-,2,1,1,1,1,-,1,-,2,1,-,1,-,-,-,1,1,1,-,1,1,1,2,-,-,1,-,-,5,1,2,1,5,2,3,2,-,4,-,2,3,2,5,1,1,3,1,3,1,3,4,2,7,1,-,2,1,3,4,1,1,3,12,133,Kyarinseikkyi,MMR003007
 Total,2089,2322,2234,2508,2486,2408,2540,2681,2481,2398,2596,2398,2541,2633,2442,2212,1881,1777,2047,1646,1977,1569,1757,1611,1437,1769,1318,1439,1508,1288,1762,1277,1413,1508,1252,1605,1165,1292,1409,1155,1644,1039,1487,1340,1125,1501,1075,1022,1127,907,1321,831,1027,1108,872,1185,861,754,790,562,1068,490,626,615,491,689,403,446,336,168,536,186,279,291,210,373,163,149,218,88,283,76,121,101,108,137,64,52,40,35,176,106427,Kyarinseikkyi,MMR003007
