Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,686,701,878,995,999,954,1080,1076,1065,1064,1058,996,978,958,897,803,676,620,746,495,577,439,469,423,424,517,407,406,489,389,586,371,405,402,384,507,337,356,441,325,484,293,415,401,327,509,278,269,352,216,368,257,241,295,271,296,274,177,195,146,254,141,108,125,136,171,97,102,98,53,128,43,63,65,48,110,30,16,32,14,40,13,21,18,20,28,10,15,10,6,30,34488,Palauk(ST),MMR006007
 Yes - some difficulty,11,8,2,1,3,2,1,2,1,1,2,3,3,1,6,6,7,3,4,3,4,-,2,3,2,2,5,2,5,2,5,2,10,5,6,7,9,7,7,10,25,21,23,25,22,53,32,35,47,34,60,42,37,55,43,51,69,38,45,39,58,44,45,38,49,55,36,34,33,24,69,19,24,25,22,41,22,16,40,16,38,15,5,10,9,19,12,6,7,6,25,1823,Palauk(ST),MMR006007
 Yes - a lot of difficulty,16,-,-,-,-,-,1,-,1,1,1,1,-,2,1,-,1,2,1,-,-,-,-,-,1,-,-,1,-,-,-,2,-,1,1,2,1,-,1,3,1,-,-,-,3,3,1,1,1,-,1,3,2,6,2,5,3,4,4,3,4,1,2,2,1,1,4,1,4,2,8,1,6,3,5,2,3,3,4,3,10,3,5,7,3,3,4,2,-,-,7,188,Palauk(ST),MMR006007
 Yes - cannot see at all,1,-,1,-,-,-,-,-,-,2,-,-,1,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,1,1,-,1,-,2,1,-,-,-,1,-,2,-,-,-,1,2,-,1,1,1,1,2,-,-,2,-,1,-,-,-,3,1,-,-,-,1,1,1,-,-,1,-,1,2,-,4,-,-,-,2,6,55,Palauk(ST),MMR006007
 Total,714,709,881,996,1002,956,1082,1078,1067,1068,1061,1000,982,961,904,810,684,626,752,498,581,439,471,426,427,519,412,409,494,391,592,376,415,409,391,516,347,363,450,339,510,315,438,428,353,565,311,305,401,250,431,302,280,356,317,354,346,220,245,189,317,188,155,165,188,227,138,137,135,79,208,64,93,93,75,154,56,36,76,33,89,31,32,37,32,54,26,23,17,14,68,36554,Palauk(ST),MMR006007
