Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1657,1792,1823,1998,2105,2063,2264,2137,2156,1973,2092,1841,2115,2021,1932,1709,1312,1227,1522,1241,1422,1172,1235,1158,1004,1365,977,1095,1183,1051,1431,950,1236,1170,914,1392,994,1119,1292,900,1481,751,1147,1051,818,1237,786,794,923,693,1156,683,805,748,664,978,651,575,659,438,942,463,539,524,438,673,327,426,280,172,419,172,214,215,166,295,142,115,162,77,189,75,83,104,72,92,58,39,43,23,97,84714,Lamine,MMR011006
 Yes - some difficulty,7,5,1,-,4,1,3,4,3,3,6,4,3,9,5,7,5,12,9,5,6,5,8,9,9,9,7,4,10,6,12,11,11,12,8,11,14,16,24,16,22,27,39,40,45,74,43,50,65,52,109,65,75,95,72,103,74,80,85,55,148,69,72,90,92,118,75,83,69,37,114,43,66,65,53,97,51,30,52,31,81,15,39,23,27,51,16,16,12,16,40,3365,Lamine,MMR011006
 Yes - a lot of difficulty,1,-,-,-,1,-,2,-,-,1,-,-,2,1,-,-,3,-,2,2,-,1,-,-,-,2,-,2,1,-,2,-,-,1,1,-,-,4,2,1,2,2,2,2,3,4,-,2,3,-,7,2,5,6,2,5,3,4,4,2,13,4,3,10,5,7,6,12,9,3,11,7,11,6,8,11,12,5,5,4,13,10,10,4,4,4,3,5,4,-,13,314,Lamine,MMR011006
 Yes - cannot see at all,-,1,-,1,-,1,-,-,-,-,-,1,-,1,-,-,-,-,1,-,-,-,1,-,1,-,-,-,1,1,-,-,-,1,-,1,-,1,1,-,-,-,-,1,-,-,1,1,1,2,2,2,2,-,1,1,-,1,2,1,3,1,1,3,-,3,1,-,-,1,2,-,3,1,-,1,4,2,5,3,1,-,1,1,-,2,-,2,2,1,7,83,Lamine,MMR011006
 Total,1665,1798,1824,1999,2110,2065,2269,2141,2159,1977,2098,1846,2120,2032,1937,1716,1320,1239,1534,1248,1428,1178,1244,1167,1014,1376,984,1101,1195,1058,1445,961,1247,1184,923,1404,1008,1140,1319,917,1505,780,1188,1094,866,1315,830,847,992,747,1274,752,887,849,739,1087,728,660,750,496,1106,537,615,627,535,801,409,521,358,213,546,222,294,287,227,404,209,152,224,115,284,100,133,132,103,149,77,62,61,40,157,88476,Lamine,MMR011006
