Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3066,2957,3029,3008,3032,2779,3019,3206,3233,3071,3376,3400,3924,4445,4731,4744,4804,5303,6213,5631,6642,5718,5968,5877,5374,5790,4894,4869,5106,4301,5638,3674,4171,3959,3434,4275,3302,3378,3916,3220,4111,2773,3551,3297,2762,3780,2573,2867,2905,2293,2955,2025,2336,2322,1914,2190,1685,1713,1741,1336,1828,1116,1275,1252,999,1397,794,958,792,496,729,358,449,533,340,703,392,346,400,207,359,227,217,208,167,221,120,100,81,62,274,239006,Mahaaungmye,MMR010003
 Yes - some difficulty,1,2,3,-,2,1,2,6,2,-,1,3,5,4,6,5,6,14,12,9,2,11,8,10,5,9,9,17,8,4,8,6,9,6,9,14,11,13,6,15,18,23,19,23,21,36,30,30,32,43,37,33,44,39,30,48,41,36,39,32,52,29,39,40,36,49,21,33,30,19,44,20,16,24,21,41,30,27,38,25,43,21,18,22,9,17,15,28,11,4,56,1796,Mahaaungmye,MMR010003
 Yes - a lot of difficulty,-,-,1,-,1,-,-,-,1,2,1,1,-,-,1,1,-,-,1,1,-,1,-,1,-,-,2,-,-,2,-,1,-,-,2,2,1,-,1,1,1,2,2,3,1,1,2,1,1,2,3,2,-,4,4,3,3,2,5,4,6,2,-,1,2,4,4,6,5,5,1,3,3,5,2,8,1,4,2,3,5,1,2,1,2,-,2,1,-,1,8,161,Mahaaungmye,MMR010003
 Yes - cannot see at all,-,-,-,1,1,-,-,-,1,-,-,-,-,1,-,-,1,-,2,-,-,-,3,-,3,-,3,-,1,-,4,1,-,-,2,3,-,-,-,1,1,-,2,-,1,1,3,2,2,2,1,-,-,1,2,1,-,3,2,-,3,1,-,3,3,4,1,7,3,-,4,3,2,2,6,7,4,1,6,1,4,2,1,3,-,9,-,3,2,-,13,150,Mahaaungmye,MMR010003
 Total,3067,2959,3033,3009,3036,2780,3021,3212,3237,3073,3378,3404,3929,4450,4738,4750,4811,5317,6228,5641,6644,5730,5979,5888,5382,5799,4908,4886,5115,4307,5650,3682,4180,3965,3447,4294,3314,3391,3923,3237,4131,2798,3574,3323,2785,3818,2608,2900,2940,2340,2996,2060,2380,2366,1950,2242,1729,1754,1787,1372,1889,1148,1314,1296,1040,1454,820,1004,830,520,778,384,470,564,369,759,427,378,446,236,411,251,238,234,178,247,137,132,94,67,351,241113,Mahaaungmye,MMR010003
