Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2171,2261,2231,2490,2522,2455,2457,2616,2478,2575,2723,2588,2990,3051,2649,2671,2517,2544,2771,2243,2955,2120,2362,2300,1977,2827,1984,2507,2468,2177,3168,2039,2374,2339,1822,3209,1902,2270,2289,1810,2619,1541,2249,2169,1513,2585,1469,1919,1777,1334,2198,1285,1451,1485,1232,1816,1017,1202,1130,840,1376,734,822,876,654,1099,527,814,466,360,797,312,398,405,280,672,250,351,362,171,413,152,218,176,129,217,78,120,75,46,237,144320,Khin U,MMR005005
 Yes - some difficulty,3,1,2,4,1,1,-,1,-,2,3,3,-,4,2,5,3,2,3,1,3,3,7,3,2,2,2,1,2,3,5,4,3,3,4,4,6,9,8,8,7,6,10,9,9,23,12,17,26,18,34,24,21,39,31,47,23,32,32,19,55,33,35,34,30,66,30,53,21,23,68,28,34,37,18,87,42,54,69,29,74,29,23,40,22,38,18,22,18,9,57,1758,Khin U,MMR005005
 Yes - a lot of difficulty,-,1,-,1,-,2,-,-,2,-,-,-,1,-,-,-,-,1,1,-,1,1,-,1,-,1,-,2,-,-,-,-,-,1,-,1,-,2,1,-,2,2,1,1,1,-,1,2,1,-,2,-,1,1,1,5,-,-,-,3,4,-,1,4,3,5,6,2,2,3,5,1,7,4,6,12,4,3,8,2,14,2,6,6,6,7,3,6,3,3,14,196,Khin U,MMR005005
 Yes - cannot see at all,1,-,1,-,-,-,-,2,-,1,-,2,-,-,-,-,-,1,-,1,-,-,-,-,2,1,-,1,-,1,2,1,-,1,-,1,-,1,3,-,1,1,1,1,-,2,1,3,-,2,1,1,-,-,-,1,1,3,2,1,5,3,4,5,-,4,3,4,3,1,13,3,-,1,3,6,4,2,6,4,13,3,10,3,2,3,2,1,3,3,21,183,Khin U,MMR005005
 Total,2175,2263,2234,2495,2523,2458,2457,2619,2480,2578,2726,2593,2991,3055,2651,2676,2520,2548,2775,2245,2959,2124,2369,2304,1981,2831,1986,2511,2470,2181,3175,2044,2377,2344,1826,3215,1908,2282,2301,1818,2629,1550,2261,2180,1523,2610,1483,1941,1804,1354,2235,1310,1473,1525,1264,1869,1041,1237,1164,863,1440,770,862,919,687,1174,566,873,492,387,883,344,439,447,307,777,300,410,445,206,514,186,257,225,159,265,101,149,99,61,329,146457,Khin U,MMR005005
