Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4101,4111,4185,4515,4451,4757,4758,4665,4322,4669,4825,4675,5008,5139,4517,4470,3813,3819,3826,3281,3985,3131,3645,3271,3022,3899,3137,3389,3681,3356,4077,3371,3429,3606,2895,3991,2993,2940,3341,3064,3294,2447,3166,2755,2447,3242,2613,2396,2707,2313,2920,2347,2401,2732,2139,2592,1970,1798,1795,1670,2044,1314,1239,1216,968,1134,739,776,490,382,696,369,495,511,423,737,399,326,414,249,381,234,215,210,140,203,103,72,54,38,162,222607,Kyonpyaw,MMR017005
 Yes - some difficulty,14,4,9,9,7,10,4,9,9,18,11,15,11,17,20,32,24,17,21,15,16,17,17,12,15,22,21,17,26,29,36,20,33,35,32,54,37,44,57,78,112,106,142,174,160,243,212,226,260,253,348,254,265,338,290,409,348,273,301,286,406,247,239,294,250,272,227,191,153,104,266,163,214,193,180,353,160,157,213,131,211,102,106,110,86,115,66,44,48,33,88,11316,Kyonpyaw,MMR017005
 Yes - a lot of difficulty,3,2,1,3,7,1,8,3,5,2,3,5,3,8,2,7,3,1,3,3,4,4,4,1,1,2,3,7,-,4,3,3,4,5,5,3,5,1,6,6,5,7,8,9,15,14,9,13,11,10,18,17,13,18,20,19,15,35,17,11,39,27,28,36,28,30,16,29,19,10,37,27,31,30,35,71,37,42,53,27,47,26,23,42,22,38,20,17,12,11,46,1384,Kyonpyaw,MMR017005
 Yes - cannot see at all,3,-,2,3,3,-,-,1,1,5,3,4,2,2,4,3,-,2,2,-,2,-,2,2,1,2,-,-,-,-,1,1,1,2,-,1,1,1,3,1,1,1,2,2,4,-,3,1,2,2,1,5,8,5,4,5,7,5,6,6,7,7,5,9,7,13,6,11,4,2,7,4,11,9,10,20,10,8,13,10,18,9,6,9,14,9,10,8,6,6,21,420,Kyonpyaw,MMR017005
 Total,4121,4117,4197,4530,4468,4768,4770,4678,4337,4694,4842,4699,5024,5166,4543,4512,3840,3839,3852,3299,4007,3152,3668,3286,3039,3925,3161,3413,3707,3389,4117,3395,3467,3648,2932,4049,3036,2986,3407,3149,3412,2561,3318,2940,2626,3499,2837,2636,2980,2578,3287,2623,2687,3093,2453,3025,2340,2111,2119,1973,2496,1595,1511,1555,1253,1449,988,1007,666,498,1006,563,751,743,648,1181,606,533,693,417,657,371,350,371,262,365,199,141,120,88,317,235727,Kyonpyaw,MMR017005
