Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2703,2997,2878,3094,3376,3278,3125,3242,3023,3041,3237,3129,3348,3566,3219,3132,2699,2808,2825,2482,2924,2328,2450,2425,2228,2811,2362,2501,2681,2336,2877,2296,2401,2452,2097,2768,2291,2099,2449,2245,2422,1869,2264,2060,1793,2199,1849,1636,1774,1490,2017,1512,1611,1688,1440,1712,1337,1208,1253,1102,1358,921,910,951,798,926,603,602,459,349,552,357,433,370,338,615,389,278,329,165,280,180,189,174,118,163,82,67,53,37,159,157664,Zalun,MMR017009
 Yes - some difficulty,7,5,2,10,7,7,10,10,7,3,10,5,12,14,12,21,17,14,19,17,16,9,18,13,11,19,17,18,23,21,25,19,25,32,22,35,25,31,57,59,72,64,120,135,152,176,193,163,217,173,232,190,211,243,217,300,229,221,244,180,277,162,205,254,217,256,184,203,146,125,203,126,181,187,207,263,179,158,152,117,196,132,111,103,104,97,63,40,47,22,114,9267,Zalun,MMR017009
 Yes - a lot of difficulty,2,3,-,1,3,1,3,3,2,1,4,3,2,4,4,4,5,2,3,4,-,1,1,-,1,1,3,1,2,2,4,1,5,4,4,3,3,2,-,3,4,1,4,6,7,7,7,5,10,9,11,11,10,10,10,12,13,13,15,14,18,13,15,12,29,28,22,24,16,7,15,20,28,30,29,39,34,19,33,19,45,20,34,32,27,38,12,13,13,6,31,995,Zalun,MMR017009
 Yes - cannot see at all,1,-,-,2,1,3,4,1,-,-,-,-,-,-,2,2,-,1,1,3,2,1,-,2,2,-,-,1,-,-,-,1,-,2,-,3,1,1,4,1,2,1,2,-,-,-,2,1,-,-,3,1,4,5,1,4,3,5,3,2,2,2,3,4,7,4,5,8,2,4,5,1,7,9,5,10,13,5,8,10,13,5,10,4,5,13,2,4,4,2,20,277,Zalun,MMR017009
 Total,2713,3005,2880,3107,3387,3289,3142,3256,3032,3045,3251,3137,3362,3584,3237,3159,2721,2825,2848,2506,2942,2339,2469,2440,2242,2831,2382,2521,2706,2359,2906,2317,2431,2490,2123,2809,2320,2133,2510,2308,2500,1935,2390,2201,1952,2382,2051,1805,2001,1672,2263,1714,1836,1946,1668,2028,1582,1447,1515,1298,1655,1098,1133,1221,1051,1214,814,837,623,485,775,504,649,596,579,927,615,460,522,311,534,337,344,313,254,311,159,124,117,67,324,168203,Zalun,MMR017009
