Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2323,2404,2494,2491,2786,2669,2807,2882,2689,2789,2932,2769,3227,3033,2602,2498,2074,2328,2480,1990,2603,1852,1978,1969,1804,2559,1833,2260,2252,1944,3035,1715,2101,2031,1580,2784,1448,2036,2005,1544,2443,1410,1941,1738,1407,2495,1359,1872,1614,1292,2175,1166,1375,1380,1028,1750,896,1227,1069,821,1416,686,846,908,707,1117,547,801,540,377,893,299,399,385,238,640,233,325,328,171,364,155,188,166,131,171,67,96,51,36,177,137516,Depayin,MMR005010
 Yes - some difficulty,3,4,-,-,2,2,2,4,1,2,1,4,4,7,7,-,8,4,5,2,3,1,4,2,5,3,1,3,3,1,8,2,4,3,-,6,4,8,10,11,17,10,18,10,11,40,20,32,33,35,67,28,46,40,26,76,37,55,47,38,95,46,66,58,60,101,47,80,51,51,119,52,77,72,50,136,46,72,72,35,119,35,52,50,36,54,31,20,21,11,59,2704,Depayin,MMR005010
 Yes - a lot of difficulty,-,-,1,-,-,-,2,-,1,2,-,2,2,-,-,1,1,2,1,1,2,1,2,1,1,1,-,-,1,1,-,-,2,2,-,-,-,-,-,1,3,2,2,1,2,3,-,-,1,1,4,-,2,1,-,6,5,5,2,3,4,3,4,3,7,9,3,7,3,2,14,4,7,4,3,13,2,11,16,2,15,6,10,15,8,9,3,9,9,1,30,310,Depayin,MMR005010
 Yes - cannot see at all,-,-,-,-,1,2,2,-,1,1,-,-,1,-,-,-,-,-,2,-,-,1,2,-,-,1,-,-,-,-,1,1,2,1,1,-,3,1,2,1,2,1,1,4,1,4,1,-,1,2,2,1,1,1,-,8,3,3,4,1,7,2,5,5,3,11,4,9,5,4,13,6,6,8,6,12,5,7,10,5,14,6,8,6,5,11,8,7,4,2,13,285,Depayin,MMR005010
 Total,2326,2408,2495,2491,2789,2673,2813,2886,2692,2794,2933,2775,3234,3040,2609,2499,2083,2334,2488,1993,2608,1855,1986,1972,1810,2564,1834,2263,2256,1946,3044,1718,2109,2037,1581,2790,1455,2045,2017,1557,2465,1423,1962,1753,1421,2542,1380,1904,1649,1330,2248,1195,1424,1422,1054,1840,941,1290,1122,863,1522,737,921,974,777,1238,601,897,599,434,1039,361,489,469,297,801,286,415,426,213,512,202,258,237,180,245,109,132,85,50,279,140815,Depayin,MMR005010
