Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,203,181,199,195,184,197,186,193,190,159,225,157,196,208,170,180,199,173,244,160,205,146,171,179,177,191,175,136,189,146,203,108,135,120,132,120,110,80,122,74,119,76,95,75,69,85,61,49,76,64,112,39,61,45,53,58,51,25,42,40,70,15,34,13,10,23,14,15,11,13,17,2,12,7,4,5,7,4,2,2,8,1,6,1,1,2,-,-,1,-,5,8318,Kanpaikti(ST),MMR001002
 Yes - some difficulty,-,1,-,-,1,-,-,-,-,-,1,-,-,-,2,1,1,2,-,1,1,2,-,1,1,1,1,2,-,-,3,-,3,-,5,2,1,1,1,5,4,4,3,8,2,6,7,6,6,8,11,4,10,14,13,9,13,2,12,5,14,7,9,4,4,10,6,4,7,5,13,5,4,1,2,3,2,-,1,2,9,-,1,1,-,-,-,1,-,-,-,302,Kanpaikti(ST),MMR001002
 Yes - a lot of difficulty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,1,-,1,-,1,1,5,-,2,1,-,-,1,1,-,1,2,-,3,1,1,1,-,1,1,2,1,1,2,-,1,1,1,-,1,-,1,1,2,45,Kanpaikti(ST),MMR001002
 Yes - cannot see at all,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,1,-,-,1,-,-,-,-,-,-,-,2,-,-,-,3,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,1,1,17,Kanpaikti(ST),MMR001002
 Total,203,182,199,195,185,197,186,193,190,159,227,157,196,208,173,181,200,175,244,161,206,148,171,180,179,192,176,138,189,146,206,108,138,120,137,122,112,81,123,80,123,80,98,83,71,91,68,56,82,72,125,43,72,61,68,67,65,29,59,45,87,23,43,17,15,34,20,20,22,18,33,8,20,9,6,9,10,6,4,5,22,1,8,3,2,2,1,1,2,2,8,8682,Kanpaikti(ST),MMR001002
