Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,897,742,763,851,954,838,899,916,957,996,971,848,1025,1026,1011,905,799,867,970,863,1036,798,917,896,764,989,811,849,892,804,1034,727,864,839,723,875,690,778,805,636,833,600,711,576,511,676,422,489,488,371,496,344,401,368,303,406,286,295,271,182,286,153,185,186,157,191,104,132,98,72,151,56,60,65,56,90,31,30,37,21,44,18,13,17,10,20,11,9,7,2,35,46201,Mabane,MMR015018
 Yes - some difficulty,-,-,-,1,-,-,-,1,1,2,2,3,3,3,3,3,3,4,4,4,2,2,1,-,-,2,1,1,3,-,1,1,3,5,4,5,3,5,7,7,8,9,8,9,12,17,9,10,18,10,25,13,22,25,22,36,36,23,29,17,48,32,26,32,33,42,19,29,21,11,37,20,13,32,24,29,16,9,15,12,11,8,7,10,6,4,8,5,3,5,12,1027,Mabane,MMR015018
 Yes - a lot of difficulty,-,-,-,-,-,-,-,-,-,-,1,-,-,3,-,-,1,1,-,1,-,-,-,-,-,-,-,2,-,1,-,-,-,1,-,2,-,-,-,-,-,2,3,1,1,1,-,-,-,1,2,1,1,3,-,2,-,1,1,-,1,1,3,3,4,1,2,4,1,3,4,1,4,4,1,4,6,4,5,1,6,1,3,1,-,2,2,1,-,-,7,113,Mabane,MMR015018
 Yes - cannot see at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,1,1,-,-,-,-,-,2,1,1,-,2,2,-,1,1,3,1,2,3,-,1,1,2,6,1,2,1,1,1,1,1,2,2,1,-,2,2,-,2,57,Mabane,MMR015018
 Total,897,742,763,852,954,838,899,917,958,998,974,851,1028,1032,1015,908,803,873,974,869,1038,800,918,897,764,991,812,852,895,805,1036,728,867,845,727,882,693,783,812,643,841,611,722,587,524,695,431,499,506,382,523,359,425,396,325,444,322,319,303,200,336,186,216,223,194,235,126,168,121,88,195,77,78,102,83,129,54,45,58,35,62,28,24,30,18,27,21,17,12,7,56,47398,Mabane,MMR015018
