Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2172,2071,2149,2480,2472,2366,2700,2947,2681,2690,2920,2729,3002,3080,2917,2575,2290,2474,2572,1995,2623,1895,2058,1973,1754,2456,1616,2040,2138,1960,2536,1856,1949,1894,1601,2329,1599,2011,1860,1819,2156,1506,1936,1797,1435,2113,1440,1677,1575,1244,1831,1302,1357,1269,1080,1399,940,1127,1052,874,1148,723,768,713,606,883,506,673,472,314,650,278,347,317,278,492,197,235,217,134,265,123,129,98,70,118,45,70,44,28,112,131412,Kani,MMR005017
 Yes - some difficulty,22,1,5,2,3,2,3,2,1,3,3,2,4,4,1,9,7,3,6,4,6,2,4,4,8,5,1,4,8,6,8,5,6,10,2,10,6,10,12,19,30,20,30,25,28,42,38,39,42,45,47,49,59,45,38,66,44,40,61,37,72,56,62,56,46,82,52,79,55,50,105,32,59,51,50,104,38,56,56,42,62,31,30,34,26,47,11,16,15,14,28,2565,Kani,MMR005017
 Yes - a lot of difficulty,6,-,1,-,2,-,1,-,1,1,2,-,1,1,-,1,-,1,-,-,1,1,1,1,2,1,2,1,1,-,2,2,2,4,1,1,-,4,2,-,2,1,1,2,2,2,3,1,2,2,3,3,2,3,1,11,2,4,6,6,6,4,4,6,6,10,7,13,5,4,8,4,9,4,4,13,4,9,9,4,12,4,6,9,6,10,7,6,1,4,18,322,Kani,MMR005017
 Yes - cannot see at all,-,-,-,-,1,1,2,1,-,2,1,-,3,1,1,1,-,-,2,-,1,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,1,-,-,1,1,2,2,1,2,-,5,1,5,1,2,3,-,2,2,1,4,2,3,8,8,8,6,4,3,3,12,5,12,5,2,10,2,7,9,8,15,4,8,5,6,6,2,4,2,2,14,242,Kani,MMR005017
 Total,2200,2072,2155,2482,2478,2369,2706,2950,2683,2696,2926,2731,3010,3086,2919,2586,2297,2478,2580,1999,2631,1898,2063,1978,1764,2463,1619,2046,2147,1966,2546,1864,1957,1908,1604,2340,1605,2025,1874,1839,2189,1527,1967,1825,1466,2159,1483,1718,1621,1291,1886,1355,1423,1318,1121,1479,986,1173,1121,918,1230,785,837,783,666,983,571,769,535,371,775,319,427,377,334,619,241,307,291,188,354,162,173,146,108,181,65,96,62,48,172,134541,Kani,MMR005017
