Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1901,2019,1984,2357,2149,2149,2282,2260,2364,2360,2441,2377,2647,2865,2444,2060,1683,1424,1695,1352,1585,1280,1296,1419,1282,1596,1351,1493,1451,1343,1666,1214,1413,1407,1149,1641,1243,1201,1455,1072,1331,956,1441,1222,966,1503,1001,966,1131,855,1059,804,989,957,837,1168,905,751,791,516,844,423,557,548,479,724,337,323,265,163,343,173,246,235,185,375,184,122,184,70,152,60,80,88,86,99,64,36,45,21,131,98161,Yebyu,MMR006004
 Yes - some difficulty,2,3,-,4,-,2,4,5,2,6,5,5,2,6,9,5,6,2,6,2,2,5,3,6,8,5,3,6,4,5,5,7,10,8,6,10,10,11,15,15,21,19,22,40,21,49,42,41,43,47,63,23,63,68,48,75,40,41,58,39,73,39,49,54,40,78,41,60,30,17,45,32,44,46,36,82,38,32,47,29,40,15,36,19,22,45,21,19,11,10,49,2282,Yebyu,MMR006004
 Yes - a lot of difficulty,-,-,-,-,-,-,-,1,1,-,1,-,1,-,3,1,1,-,-,-,1,-,1,1,2,2,-,1,1,-,2,2,1,1,2,2,-,2,2,1,2,-,1,1,1,2,4,1,1,-,5,-,5,2,2,3,7,3,1,1,4,1,1,7,4,3,4,7,2,2,10,1,7,5,4,16,7,11,11,3,5,4,7,5,5,8,5,4,4,3,22,257,Yebyu,MMR006004
 Yes - cannot see at all,-,-,-,-,-,-,-,1,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,2,1,-,-,-,1,1,1,-,-,1,2,-,1,-,-,2,1,1,-,-,-,1,2,1,1,-,-,1,4,1,2,1,1,1,2,2,2,1,2,3,1,4,-,1,1,1,10,68,Yebyu,MMR006004
 Total,1903,2022,1984,2361,2149,2151,2286,2267,2369,2367,2447,2383,2650,2871,2456,2066,1690,1426,1701,1354,1588,1285,1300,1426,1293,1603,1354,1500,1456,1348,1673,1223,1424,1417,1157,1653,1253,1214,1472,1088,1355,975,1464,1265,989,1554,1047,1008,1176,903,1128,827,1057,1028,889,1246,953,795,850,558,922,464,607,609,523,806,384,391,298,182,398,207,301,287,227,474,230,166,244,104,199,80,125,115,114,156,90,60,61,35,212,100768,Yebyu,MMR006004
