Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,5082,5133,5380,5544,5560,5044,5276,5971,5422,5555,6263,6051,6717,7352,7410,7121,6682,7554,8294,6854,8842,6720,6906,6764,5681,7823,5462,6825,6809,5893,8279,5237,6103,6158,4714,7494,4425,5725,5916,4887,6437,4224,5660,5406,3754,6843,3453,4730,4405,3534,4706,3130,3554,3643,2788,4147,2341,3038,2814,2267,3192,2070,2395,2460,1581,2685,1161,1978,1324,966,1785,888,1029,1002,682,1601,547,733,794,435,747,398,434,422,285,458,172,211,140,95,447,364919,Monywa,MMR005012
 Yes - some difficulty,4,1,3,2,1,3,6,7,5,-,11,4,2,15,7,11,13,23,12,24,22,13,17,10,11,12,16,15,13,23,22,19,18,20,15,22,14,25,27,23,51,42,68,59,69,126,80,116,102,92,130,111,124,125,106,167,107,144,129,105,156,112,136,158,118,195,105,176,152,98,206,112,128,162,98,252,76,123,110,71,151,74,87,108,48,91,61,53,41,19,119,6160,Monywa,MMR005012
 Yes - a lot of difficulty,1,-,-,-,1,-,1,-,2,1,1,1,3,3,-,3,2,2,1,3,2,5,1,-,-,3,1,1,-,3,3,1,-,2,1,1,1,-,1,2,4,2,1,2,5,4,6,1,1,5,8,9,10,5,9,5,6,11,10,9,10,4,5,10,11,10,10,14,11,10,15,9,17,13,7,26,12,14,17,11,19,5,8,16,7,9,4,11,5,7,26,519,Monywa,MMR005012
 Yes - cannot see at all,2,1,-,1,-,4,-,2,1,1,1,5,1,4,1,3,2,2,4,1,4,4,3,2,-,1,1,-,3,1,2,1,1,-,1,3,3,3,2,-,5,3,1,3,2,1,-,5,4,1,2,2,3,3,3,5,4,6,5,7,9,5,5,11,3,14,10,17,13,10,14,9,12,15,8,27,6,11,11,4,18,9,8,14,12,18,5,9,12,6,36,497,Monywa,MMR005012
 Total,5089,5135,5383,5547,5562,5051,5283,5980,5430,5557,6276,6061,6723,7374,7418,7138,6699,7581,8311,6882,8870,6742,6927,6776,5692,7839,5480,6841,6825,5920,8306,5258,6122,6180,4731,7520,4443,5753,5946,4912,6497,4271,5730,5470,3830,6974,3539,4852,4512,3632,4846,3252,3691,3776,2906,4324,2458,3199,2958,2388,3367,2191,2541,2639,1713,2904,1286,2185,1500,1084,2020,1018,1186,1192,795,1906,641,881,932,521,935,486,537,560,352,576,242,284,198,127,628,372095,Monywa,MMR005012
