Disability_seeing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1771,1918,2048,1970,2182,2090,2102,2237,1985,2209,2196,2129,2074,2256,2180,2040,1771,1894,2022,1761,2123,1929,1920,1903,2006,2301,1878,2020,2138,2051,2493,1971,2099,1858,1628,2127,1700,1689,1696,1554,1835,1483,1560,1462,1279,1724,1312,1254,1273,1066,1268,1086,987,1082,939,1105,718,864,779,710,816,603,641,589,589,677,402,520,384,271,412,199,267,254,228,369,170,178,180,133,181,104,99,88,81,99,41,45,40,29,118,112512,Sinpaungwe`,MMR009017
 Yes - some difficulty,6,4,3,1,2,3,1,3,5,3,2,3,4,6,4,10,3,2,4,5,4,12,5,5,5,10,12,9,7,9,11,10,18,8,14,20,8,17,15,21,41,43,47,55,46,87,97,106,87,88,115,96,99,121,126,130,109,122,115,84,139,124,91,104,123,136,114,146,108,60,140,76,97,109,80,147,76,87,73,44,83,63,57,40,46,51,31,28,17,9,51,4658,Sinpaungwe`,MMR009017
 Yes - a lot of difficulty,2,-,-,1,-,3,1,4,3,2,-,-,1,-,1,-,1,1,-,3,-,1,-,1,1,-,1,-,1,2,2,4,1,3,1,3,1,1,2,5,-,1,1,4,5,-,9,5,5,8,4,2,3,5,6,6,-,10,8,5,10,5,7,10,13,9,11,15,8,8,22,7,12,14,7,19,12,9,10,13,24,15,9,22,8,16,4,8,4,3,17,491,Sinpaungwe`,MMR009017
 Yes - cannot see at all,-,-,-,2,1,1,-,2,1,-,1,1,-,1,-,-,1,-,1,-,2,-,-,-,-,-,-,-,1,1,5,1,-,-,-,1,-,3,1,3,-,-,1,2,-,1,3,2,1,1,-,1,4,-,-,1,2,-,-,4,4,3,2,4,4,6,-,4,2,-,5,3,5,6,3,7,2,4,8,6,6,10,4,7,5,3,3,4,1,2,7,183,Sinpaungwe`,MMR009017
 Total,1779,1922,2051,1974,2185,2097,2104,2246,1994,2214,2199,2133,2079,2263,2185,2050,1776,1897,2027,1769,2129,1942,1925,1909,2012,2311,1891,2029,2147,2063,2511,1986,2118,1869,1643,2151,1709,1710,1714,1583,1876,1527,1609,1523,1330,1812,1421,1367,1366,1163,1387,1185,1093,1208,1071,1242,829,996,902,803,969,735,741,707,729,828,527,685,502,339,579,285,381,383,318,542,260,278,271,196,294,192,169,157,140,169,79,85,62,43,193,117844,Sinpaungwe`,MMR009017
