Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,171,442,613,Minengaw(ST),MMR015012
 Rural,148,3268,3416,Minengaw(ST),MMR015012
 Total,319,3710,4029,Minengaw(ST),MMR015012
