Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,3023,1697,4720,Thazi,MMR010030
 Rural,9519,30653,40172,Thazi,MMR010030
 Total,12542,32350,44892,Thazi,MMR010030
