Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,400,219,619,Chinshwehaw(ST),MMR015022
 Rural,175,156,331,Chinshwehaw(ST),MMR015022
 Total,575,375,950,Chinshwehaw(ST),MMR015022
