Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,1372,97,1469,Monekoe(ST),MMR015009
 Rural,1677,1212,2889,Monekoe(ST),MMR015009
 Total,3049,1309,4358,Monekoe(ST),MMR015009
