Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,4894,5160,10054,Phyapon,MMR017023
 Rural,6704,24872,31576,Phyapon,MMR017023
 Total,11598,30032,41630,Phyapon,MMR017023
