Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,15536,763,16299,Kamayut,MMR013041
 Total,15536,763,16299,Kamayut,MMR013041
