Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,382,87,469,Panwine,MMR015007
 Rural,6856,6644,13500,Panwine,MMR015007
 Total,7238,6731,13969,Panwine,MMR015007
