Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,5063,4083,9146,Tatkon,MMR018003
 Rural,13105,29496,42601,Tatkon,MMR018003
 Total,18168,33579,51747,Tatkon,MMR018003
