Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,867,323,1190,Mineyaung,MMR016011
 Rural,1184,3955,5139,Mineyaung,MMR016011
 Total,2051,4278,6329,Mineyaung,MMR016011
